cid,strategy_id,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,pool_type,tkn0_weight,tkn1_weight,tkn2_key,tkn2_address,tkn2_decimals,tkn2_symbol,tkn2_balance,tkn2_weight,tkn3_key,tkn3_address,tkn3_decimals,tkn3_symbol,tkn3_balance,tkn3_weight,tkn4_key,tkn4_address,tkn4_decimals,tkn4_symbol,tkn4_balance,tkn4_weight,tkn5_key,tkn5_address,tkn5_decimals,tkn5_symbol,tkn5_balance,tkn5_weight,tkn6_key,tkn6_address,tkn6_decimals,tkn6_symbol,tkn6_balance,tkn6_weight,tkn7_key,tkn7_address,tkn7_decimals,tkn7_symbol,tkn7_balance,tkn7_weight,y_0,y_1,z_0,z_1,A_0,A_1,B_0,B_1
,0,,0,uniswap_v2 BabySimpson-0CF7/WETH-6Cc2 0.003,BabySimpson-0CF7/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x525FEF1778B55cB7F88EF9c8c4bDf7EA5469a911,,0x609585995a5FB3869f1A9A8EcD0594ca43100CF7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BabySimpson-0CF7,WETH-6Cc2,9,18,,BabySimpson,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BabyTrump-08B6/WETH-6Cc2 0.003,BabyTrump-08B6/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x409De5926a8a6879A5ee3fF594aD76C11d88e921,,0x99d36e97676A68313ffDc627fd6b56382a2a08B6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BabyTrump-08B6,WETH-6Cc2,9,18,3.0,BabyTrump,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAC-A69a/DAI-1d0F 0.003,BAC-A69a/DAI-1d0F,uniswap_v2,3000.0,0.003,0xd4405F0704621DBe9d4dEA60E128E0C3b26bddbD,,0x3449FC1Cd036255BA1EB19d65fF4BA2b8903A69a,0x6B175474E89094C44Da98b954EedeAC495271d0F,BAC-A69a,DAI-1d0F,18,18,3.0,BAC,DAI,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BACON-38e7/USDC-eB48 0.003,BACON-38e7/USDC-eB48,uniswap_v2,3000.0,0.003,0xC992A50169F6075d52013118355C633Bf92Ae853,,0x34f797e7190C131cF630524655A618b5BD8738e7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BACON-38e7,USDC-eB48,18,6,3.0,BACON,USDC,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BACON-D085/WETH-6Cc2 0.003,BACON-D085/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x97463c4D0Df3c41AF63fB3D297a8B7F5d67E6e38,,0x186785D4cba7263532F1da9bBeC3Da612dd6D085,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BACON-D085,WETH-6Cc2,18,18,,BACON,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAD-F015/WETH-6Cc2 0.003,BAD-F015/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x29C830864930c897EfA2B9e9851342187b82010E,,0x32b86b99441480a7E5BD3A26c124ec2373e3F015,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAD-F015,WETH-6Cc2,18,18,,BAD,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BADDIE-9b67/WETH-6Cc2 0.003,BADDIE-9b67/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x6FE2b969eb576340bE448cE3016f353Cc352121d,,0x2c595bD74720B020ffBB6Bbfe5aa53dbead69b67,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BADDIE-9b67,WETH-6Cc2,9,18,,BADDIE,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BADGER-E53d/WETH-6Cc2 0.003,BADGER-E53d/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x97524f602706cDB64F9DFa71909ACE06e98200b6,,0x3472A5A71965499acd81997a54BBA8D852C6E53d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BADGER-E53d,WETH-6Cc2,18,18,3.0,BADGER,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAG-14b0/USDC-eB48 0.003,BAG-14b0/USDC-eB48,uniswap_v2,3000.0,0.003,0xf3bC6f13Bc030e7c294DA2AAD27B99807BC5F8fD,,0x28A06c02287e657ec3F8e151A13C36A1D43814b0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BAG-14b0,USDC-eB48,18,6,3.0,BAG,USDC,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,0,uniswap_v2 BAG-5726/WETH-6Cc2 0.003,BAG-5726/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xC15e41eB55Af2c0F7c34fb150a688F672D4B1BE2,,0x235C8EE913d93c68D2902a8e0b5a643755705726,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAG-5726,WETH-6Cc2,18,18,3.0,BAG,WETH,,,,,,,60.0,uniswap_v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
