func_name,ncalls,tottime,cumtime
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1094, 'p')",131999,0.042420472,0.11190132900000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1227, 'kbar')",2209107,0.494706183,0.939934318
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1258, 'x_min')",14213695,3.116810043,6.317024402
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1267, 'at_xmin')",549252,0.187167558,0.714018715
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1276, 'at_xmax')",364348,0.112010619,1.278390919
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1285, 'at_boundary')",549252,0.12143923100000001,2.113848865
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1290, 'y_min')",12286241,3.415167566,9.231253247
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1299, 'x_max')",4552644,1.704778613,8.896762726
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1311, 'y_max')",4586082,1.6370993020000002,5.863498152
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1383, 'xyfromp_f')",2209107,3.122098652,23.879807989000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1446, 'dxdyfromp_f')",2209107,0.8082213530000001,25.30851436
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1455, 'dxvecfrompvec_f')",1399269,1.454980122,19.055319304
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1554, 'isbigger')",3148,0.000368093,0.000368093
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/utils.py', 41, 'num_format')",44991,0.015924836,0.044264769
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1596, '<listcomp>')",132897,0.024443773000000002,0.024443773000000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1607, '<dictcomp>')",132897,0.031648688,0.031648688
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1608, '<dictcomp>')",132897,0.06555522100000001,0.209689267
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1587, '__post_init__')",132897,0.47140741,7.970593593
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1744, '__iter__')",905869,0.14973973000000002,0.211902425
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1747, '__len__')",90776,0.011926814,0.016703413
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1750, '__getitem__')",41227,0.005472175,0.005472175
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1760, '<setcomp>')",45388,0.025452092000000003,0.055390293
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1756, 'tknys')",45388,0.012842689000000001,0.068232982
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1772, '<setcomp>')",45388,0.032814789000000004,0.070347004
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1768, 'tknxs')",45388,0.017092157,0.087439161
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1780, 'tkns')",45388,0.035618282,0.20226611600000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1812, '<setcomp>')",5052,1.065641354,16.202761555000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1814, '<setcomp>')",45388,0.011857119000000001,0.011857119000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1803, 'pairs')",50440,0.021094362000000002,16.24817453
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1826, '<genexpr>')",10104,0.0015913750000000001,0.001860532
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1822, 'pairset')",5052,0.0037235880000000003,0.005957540000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1876, '<setcomp>')",5052,0.606379852,0.6809777020000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 1841, 'filter_pairs')",5052,0.069587563,21.194655169
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2157, '_convert')",87507,0.057244949,6.926322864
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2206, '<genexpr>')",87548,2.9329133080000003,2.9329133080000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2209, '<genexpr>')",60583,2.2892953140000003,2.2892953140000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2204, 'bypair')",41227,0.06663279300000001,6.111540668
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2232, '<genexpr>')",6549,0.0009428010000000001,0.001155037
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2235, '<genexpr>')",33212,0.20825589400000002,0.20825589400000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2216, 'bypairs')",3789,0.006644498,0.34760672600000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2257, '<genexpr>')",98015,0.027862859,0.084684928
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2238, 'byparams')",42491,0.052648477000000006,0.641827001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2367, '<genexpr>')",127927,0.092721142,1.294684473
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2370, '<genexpr>')",145929,0.07743686600000001,1.120240286
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2373, '<genexpr>')",127927,0.033891870000000004,1.354972035
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2374, '<genexpr>')",145929,0.039891603000000005,1.1983836700000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2379, '<genexpr>')",182314,0.07435251600000001,2.636199216
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2340, 'price_estimate')",91640,0.283716745,4.301001816
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2435, '<listcomp>')",45388,0.06579963800000001,4.353391871
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2434, '<listcomp>')",45388,0.022513931,4.375905802
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2444, '<listcomp>')",45388,0.037973061,0.037973061
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2456, '<listcomp>')",72,5.5514000000000004e-05,8.1085e-05
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2485, '<listcomp>')",45388,0.020831508000000002,0.020831508000000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2498, '<setcomp>')",45388,0.046266693000000005,0.046266693000000005
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2392, 'price_estimates')",45388,0.15940373500000002,4.7637571350000005
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2734, '<genexpr>')",422827,0.12126553600000001,5.662863559000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/tools/cpc.py', 2729, 'unwrap')",132897,0.07554983300000001,5.738413392
