func_name,ncalls,tottime,cumtime
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 119, '__post_init__')",2,1.5791000000000002e-05,0.28601825000000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 153, 'C')",2,2.92e-07,2.92e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 185, '<dictcomp>')",1,0.000134417,0.000134417
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/managers/contracts.py', 19, 'init_tenderly_event_contracts')",1,5.000000000000001e-07,5.000000000000001e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 250, '__post_init__')",2,3.4160000000000004e-06,0.286021666
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 1216, '<listcomp>')",1,0.0008082100000000001,0.004253125
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 1225, '<listcomp>')",1,0.0005132520000000001,0.0031602910000000004
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/network.py', 119, 'new')",1,2.375e-06,4.084e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/network.py', 133, '__init__')",1,1.167e-06,1.709e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/base.py', 16, '__init__')",4,3.0830000000000004e-06,3.417e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/db.py', 34, 'new')",1,1.5e-06,6.083e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/db.py', 54, '__init__')",1,5.830000000000001e-07,9.160000000000001e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/db.py', 73, '__init__')",1,3.6670000000000002e-06,4.583e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 34, 'get_logger')",1,1.5830000000000003e-05,0.0007087500000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 93, 'debug')",45042,0.038042098,0.08609433100000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 97, 'info')",54,0.000102744,0.004277706
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 89, 'logger')",45096,0.012399126000000002,0.012399126000000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 109, 'new')",1,3.124e-06,0.0007185830000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 122, '__init__')",1,4.334e-06,0.000715459
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/provider.py', 44, 'new')",1,3.1660000000000003e-06,0.413883583
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/provider.py', 69, '__init__')",1,4.99e-07,6.660000000000001e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/provider.py', 81, '__init__')",1,2.1626000000000003e-05,0.413880375
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/config.py', 65, 'new')",1,7.542000000000001e-06,0.41463004200000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/config.py', 95, 'is_config_item')",19730,0.016250003000000002,0.026377514
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/connect.py', 40, '__call__')",1,2.125e-06,2.125e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/connect.py', 126, 'is_connected')",1,2.5000000000000004e-07,2.5000000000000004e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/connect.py', 161, 'connect_network')",1,8.4459e-05,0.001035792
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/config.py', 109, 'get_attribute_from_config')",19730,0.004566459,0.006055222000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/config.py', 118, '__getattr__')",19730,0.004748771000000001,0.037181507
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/config.py', 126, '__post_init__')",1,8.126e-06,0.413898042
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 26, '__eq__')",1989,0.000236438,0.00029364800000000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 29, '__hash__')",3004,0.00024035000000000001,0.000379649
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 59, 'cfg')",25,3.5400000000000004e-06,3.5400000000000004e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 91, '<listcomp>')",1,0.000131042,0.000131042
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 89, 'remove_unsupported_exchanges')",1,1.1083e-05,0.000718083
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 104, 'has_balance')",4783,0.00089897,0.00089897
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 140, '<listcomp>')",7,0.001498779,0.0023977490000000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 147, '<listcomp>')",6,0.000321917,0.000321917
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 123, 'filter_pools')",13,4.668e-06,0.002724334
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 151, 'log_pool_numbers')",23,3.4584e-05,0.00096858
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 190, '<listcomp>')",1,1.9875000000000002e-05,0.002420083
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 198, '<listcomp>')",7,0.00036537600000000005,0.00036537600000000005
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 202, '<listcomp>')",1,0.14089816700000002,0.14089816700000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 208, '<listcomp>')",7,0.001199,0.001199
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 165, 'remove_zero_liquidity_pools')",1,2.8209e-05,0.145490583
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 221, '<listcomp>')",1,0.001345417,0.001345417
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 216, 'remove_unmapped_uniswap_v2_pools')",1,8.207000000000001e-06,0.310630042
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 238, '<listcomp>')",1,0.30879,0.30879
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 240, '<listcomp>')",1,9.9875e-05,9.9875e-05
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 244, '<listcomp>')",1,3.0041000000000003e-05,3.0041000000000003e-05
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 248, '<listcomp>')",1,1.7875e-05,1.7875e-05
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 235, 'log_umapped_pools_by_exchange')",1,1.2752000000000001e-05,0.30920000000000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 275, 'cleanup_token_key')",10681,0.001157159,0.002046883
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 298, 'handle_token_key_cleanup')",1,0.00270241,0.0047462500000000005
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 333, '<listcomp>')",1,0.000176817,0.010784833
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 329, 'get_pool_data_with_tokens')",1,1.542e-06,0.010786375
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 358, '<dictcomp>')",1502,0.002995302,0.005362459
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 338, 'create_pool_and_tokens')",1502,0.003151749,0.010608016000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 402, 'get_tokens')",1,0.000437143,0.005079958000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/interface.py', 417, 'create_token')",3004,0.001463167,0.0035317350000000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/helpers/poolandtokens.py', 126, '__post_init__')",1502,0.000500567,0.000500567
