func_name,ncalls,tottime,cumtime
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 119, '__post_init__')",4,3.2042e-05,0.571482084
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 153, 'C')",4,6.25e-07,6.25e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 185, '<dictcomp>')",3,0.00041762500000000003,0.00041762500000000003
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/events/managers/contracts.py', 19, 'init_tenderly_event_contracts')",1,5.000000000000001e-07,5.000000000000001e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 250, '__post_init__')",2,4.999e-06,0.286950833
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 1216, '<listcomp>')",3,0.002585991,0.01326825
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/bot.py', 1225, '<listcomp>')",3,0.0015681920000000002,0.010516417
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/network.py', 119, 'new')",1,2.333e-06,4.167e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/network.py', 133, '__init__')",1,1.0840000000000001e-06,1.8340000000000001e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/base.py', 16, '__init__')",4,2.8330000000000002e-06,3.208e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/db.py', 34, 'new')",1,1.7080000000000002e-06,6.666e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/db.py', 54, '__init__')",1,4.99e-07,9.58e-07
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/db.py', 73, '__init__')",1,4.000000000000001e-06,4.958000000000001e-06
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 34, 'get_logger')",1,1.5541000000000002e-05,0.000653709
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 93, 'debug')",6368,0.006831346,0.014509622000000002
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 97, 'info')",120,0.00016892,0.013298623
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 89, 'logger')",6488,0.002004353,0.002004353
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 109, 'new')",1,3.0420000000000003e-06,0.0006629590000000001
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/logger.py', 122, '__init__')",1,4.5e-06,0.000659917
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/provider.py', 44, 'new')",1,3.917e-06,0.654412584
"('/Users/mikewcasale/Documents/GitHub/bancorprotocol/fastlane-bot/fastlane_bot/config/provider.py', 69, '__init__')",1,7.510000000000001e-07,1.0420000000000001e-06
