cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,pool_type,tkn0_weight,tkn1_weight,tkn2_address,tkn2_decimals,tkn2_symbol,tkn2_balance,tkn2_weight,tkn3_address,tkn3_decimals,tkn3_symbol,tkn3_balance,tkn3_weight,tkn4_address,tkn4_decimals,tkn4_symbol,tkn4_balance,tkn4_weight,tkn5_address,tkn5_decimals,tkn5_symbol,tkn5_balance,tkn5_weight,tkn6_address,tkn6_decimals,tkn6_symbol,tkn6_balance,tkn6_weight,tkn7_address,tkn7_decimals,tkn7_symbol,tkn7_balance,tkn7_weight
0x570dE5D2be7C22b9A6711e2Ed8C6f1BD29505183,,11291954,uniswap_v3 0x76FB31fb4af56892A25e32cFC43De717950c9278/0x7F5c764cBc14f9669B88837ca1490cCa17c3160 10000,0x76FB31fb4af56892A25e32cFC43De717950c9278/0x7F5c764cBc14f9669B88837ca1490cCa17c3160,uniswap_v3,10000.0,0.01,0x570dE5D2be7C22b9A6711e2Ed8C6f1BD29505183,,0x76FB31fb4af56892A25e32cFC43De717950c9278,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,18,6,4,AAVE,USDCE,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xC126FE43E7958Dc1e7f9b93356ED83a9691e4bfe,,11417546,uniswap_v3 0x9Bcef72be871e61ED4fBbc7630889beE758eb81D/0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da 10000,0x9Bcef72be871e61ED4fBbc7630889beE758eb81D/0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da,uniswap_v3,10000.0,0.01,0xC126FE43E7958Dc1e7f9b93356ED83a9691e4bfe,,0x9Bcef72be871e61ED4fBbc7630889beE758eb81D,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,18,18,4,RETH,DAI,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xFce37010067d771F88E023742e7126E9fF4052EF,,11571933,uniswap_v3 0x7F5c764cBc14f9669B88837ca1490cCa17c31607/0x927Eb0dBC5c3FD172Fdfa72D563f71612eCB612 500,0x7F5c764cBc14f9669B88837ca1490cCa17c31607/0x927Eb0dBC5c3FD172Fdfa72D563f71612eCB612,uniswap_v3,500.0,0.0005,0xFce37010067d771F88E023742e7126E9fF4052EF,,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x927Eb0dBC5c3FD172Fdfa72D563f71612eCB6122,6,18,4,USDCE,BYE,0,0,0,0,0,0,10,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x31b0E326Db452B992991163E06e60d71cC56DeE9,,11761777,uniswap_v3 0x4200000000000000000000000000000000000042/0x50c5725949A6F0c72E6C4a641F24049A917DB0C 10000,0x4200000000000000000000000000000000000042/0x50c5725949A6F0c72E6C4a641F24049A917DB0C,uniswap_v3,10000.0,0.01,0x31b0E326Db452B992991163E06e60d71cC56DeE9,,0x4200000000000000000000000000000000000042,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,18,18,4,OP,LYRA,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x3BE0a133065aE03CC1306656464a9Cdf0a1fe4Dc,,11928299,uniswap_v3 0x4200000000000000000000000000000000000006/0x4ac8bD1bDaE47beeF2D1c6Aa62229509b962Aa0 10000,0x4200000000000000000000000000000000000006/0x4ac8bD1bDaE47beeF2D1c6Aa62229509b962Aa0,uniswap_v3,10000.0,0.01,0x3BE0a133065aE03CC1306656464a9Cdf0a1fe4Dc,,0x4200000000000000000000000000000000000006,0x4ac8bD1bDaE47beeF2D1c6Aa62229509b962Aa0d,18,18,4,WETH,ETHx,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x0640A560e0Ab5a463ed76Ddae623ACdABC18b015,,12510942,uniswap_v3 0x7F5c764cBc14f9669B88837ca1490cCa17c31607/0xdFA46478F9e5EA86d57387849598dbFB2e964b0 500,0x7F5c764cBc14f9669B88837ca1490cCa17c31607/0xdFA46478F9e5EA86d57387849598dbFB2e964b0,uniswap_v3,500.0,0.0005,0x0640A560e0Ab5a463ed76Ddae623ACdABC18b015,,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xdFA46478F9e5EA86d57387849598dbFB2e964b02,6,18,4,USDCE,MIMATIC,0,0,0,0,0,0,10,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xf9e95aBBa3B3941Bd0A61798A7f8649670a26074,,12598588,uniswap_v3 0x4200000000000000000000000000000000000006/0x514832A97F0b440567055A73fe03AA160017b99 3000,0x4200000000000000000000000000000000000006/0x514832A97F0b440567055A73fe03AA160017b99,uniswap_v3,3000.0,0.003,0xf9e95aBBa3B3941Bd0A61798A7f8649670a26074,,0x4200000000000000000000000000000000000006,0x514832A97F0b440567055A73fe03AA160017b990,18,18,4,WETH,SOCKS,0,0,0,0,0,0,60,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x1682dCd12f6E291De6874DCb0a89EE50465f43bD,,12831332,uniswap_v3 0x7F5c764cBc14f9669B88837ca1490cCa17c31607/0xc40F949F8a4e094D1b49a23ea9241D289B7b281 500,0x7F5c764cBc14f9669B88837ca1490cCa17c31607/0xc40F949F8a4e094D1b49a23ea9241D289B7b281,uniswap_v3,500.0,0.0005,0x1682dCd12f6E291De6874DCb0a89EE50465f43bD,,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0xc40F949F8a4e094D1b49a23ea9241D289B7b2819,6,18,4,USDCE,LUSD,0,0,0,0,0,0,10,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x1941615c340cb9b1E0cD44BBAA8e32102b7D9D51,,12847674,uniswap_v3 0x514832A97F0b440567055A73fe03AA160017b990/0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da 3000,0x514832A97F0b440567055A73fe03AA160017b990/0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da,uniswap_v3,3000.0,0.003,0x1941615c340cb9b1E0cD44BBAA8e32102b7D9D51,,0x514832A97F0b440567055A73fe03AA160017b990,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,18,18,4,SOCKS,DAI,0,0,0,0,0,0,60,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x7C8686417C80cb08dc3Bb5929205B269DEd8d3d2,,12894444,uniswap_v3 0x4200000000000000000000000000000000000006/0x927Eb0dBC5c3FD172Fdfa72D563f71612eCB612 10000,0x4200000000000000000000000000000000000006/0x927Eb0dBC5c3FD172Fdfa72D563f71612eCB612,uniswap_v3,10000.0,0.01,0x7C8686417C80cb08dc3Bb5929205B269DEd8d3d2,,0x4200000000000000000000000000000000000006,0x927Eb0dBC5c3FD172Fdfa72D563f71612eCB6122,18,18,4,WETH,BYE,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
