cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,pool_type,tkn0_weight,tkn1_weight,tkn2_address,tkn2_decimals,tkn2_symbol,tkn2_balance,tkn2_weight,tkn3_address,tkn3_decimals,tkn3_symbol,tkn3_balance,tkn3_weight,tkn4_address,tkn4_decimals,tkn4_symbol,tkn4_balance,tkn4_weight,tkn5_address,tkn5_decimals,tkn5_symbol,tkn5_balance,tkn5_weight,tkn6_address,tkn6_decimals,tkn6_symbol,tkn6_balance,tkn6_weight,tkn7_address,tkn7_decimals,tkn7_symbol,tkn7_balance,tkn7_weight
0x6f861af0F96b9eB095A1fdc11718209bF58ec2f7,,2318547,uniswap_v3 0x4200000000000000000000000000000000000006/0xf899B0906F43Ea1381E2c13868Ebf130edB6C23 10000,0x4200000000000000000000000000000000000006/0xf899B0906F43Ea1381E2c13868Ebf130edB6C23,uniswap_v3,10000,0.01,0x6f861af0F96b9eB095A1fdc11718209bF58ec2f7,,0x4200000000000000000000000000000000000006,0xf899B0906F43Ea1381E2c13868Ebf130edB6C231,18,18,4,WETH,UNISWAP,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xf25f76e76fC55C466DBdF1C553eCDc89ef95f39E,,2318630,uniswap_v3 0x4200000000000000000000000000000000000006/0xe4871De371CB5BbE7Ae2e83A8568b07b8745FF9 10000,0x4200000000000000000000000000000000000006/0xe4871De371CB5BbE7Ae2e83A8568b07b8745FF9,uniswap_v3,10000,0.01,0xf25f76e76fC55C466DBdF1C553eCDc89ef95f39E,,0x4200000000000000000000000000000000000006,0xe4871De371CB5BbE7Ae2e83A8568b07b8745FF9A,18,18,4,WETH,Unishib,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xA78238B503Df6976E3CdB232254529e3DBb7f268,,2318807,uniswap_v3 0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA/0xEB466342C4d449BC9f53A865D5Cb90586f40521 3000,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA/0xEB466342C4d449BC9f53A865D5Cb90586f40521,uniswap_v3,3000,0.003,0xA78238B503Df6976E3CdB232254529e3DBb7f268,,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,0xEB466342C4d449BC9f53A865D5Cb90586f405215,6,6,4,USDBC,AXLUSDC,0,0,0,0,0,0,60,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x62a4d2Da63f3721DFBE0FbE44142041751A75D2f,,2318972,uniswap_v3 0x4200000000000000000000000000000000000006/0x71C8458adb411db401Dfb710A54fC6f6E258375 10000,0x4200000000000000000000000000000000000006/0x71C8458adb411db401Dfb710A54fC6f6E258375,uniswap_v3,10000,0.01,0x62a4d2Da63f3721DFBE0FbE44142041751A75D2f,,0x4200000000000000000000000000000000000006,0x71C8458adb411db401Dfb710A54fC6f6E2583753,18,18,4,WETH,UNISHIB,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xc4BFa51d17211389769766917345CdA0ca0293b6,,2319124,uniswap_v3 0x4200000000000000000000000000000000000006/0xCB4E58b8358a4b8b035F656D104e347a654955b 10000,0x4200000000000000000000000000000000000006/0xCB4E58b8358a4b8b035F656D104e347a654955b,uniswap_v3,10000,0.01,0xc4BFa51d17211389769766917345CdA0ca0293b6,,0x4200000000000000000000000000000000000006,0xCB4E58b8358a4b8b035F656D104e347a654955b6,18,18,4,WETH,UniMoon,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x27b6cA8767C963Abf6C6Fc2A2e4b5091D75eBb54,,2319265,uniswap_v3 0x4200000000000000000000000000000000000006/0xC5E48538De26d28Eb64A99A27c99c951D06E0cD 10000,0x4200000000000000000000000000000000000006/0xC5E48538De26d28Eb64A99A27c99c951D06E0cD,uniswap_v3,10000,0.01,0x27b6cA8767C963Abf6C6Fc2A2e4b5091D75eBb54,,0x4200000000000000000000000000000000000006,0xC5E48538De26d28Eb64A99A27c99c951D06E0cD9,18,9,4,WETH,test,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xf48E0ED0ceBDe15EEb20C9C2F173ee432296C983,,2319313,uniswap_v3 0x356177B452dbae18B5a4b43b7B5324bFbae235Be/0x420000000000000000000000000000000000000 10000,0x356177B452dbae18B5a4b43b7B5324bFbae235Be/0x420000000000000000000000000000000000000,uniswap_v3,10000,0.01,0xf48E0ED0ceBDe15EEb20C9C2F173ee432296C983,,0x356177B452dbae18B5a4b43b7B5324bFbae235Be,0x4200000000000000000000000000000000000006,18,18,4,DFD,WETH,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x16397457752582651D5FF7Ba0a9172901Ac80137,,2319345,uniswap_v3 0x4200000000000000000000000000000000000006/0xD34ab85a106E7EBAB99014A43dc0B9BC1d98b0c 3000,0x4200000000000000000000000000000000000006/0xD34ab85a106E7EBAB99014A43dc0B9BC1d98b0c,uniswap_v3,3000,0.003,0x16397457752582651D5FF7Ba0a9172901Ac80137,,0x4200000000000000000000000000000000000006,0xD34ab85a106E7EBAB99014A43dc0B9BC1d98b0c4,18,18,4,WETH,UPEPE,0,0,0,0,0,0,60,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x88bc21B956A233b9B858b2A11d71b6c75BefC653,,2319509,uniswap_v3 0x4200000000000000000000000000000000000006/0xA36a548379cd184b86ec6561453263134718121 500,0x4200000000000000000000000000000000000006/0xA36a548379cd184b86ec6561453263134718121,uniswap_v3,500,0.0005,0x88bc21B956A233b9B858b2A11d71b6c75BefC653,,0x4200000000000000000000000000000000000006,0xA36a548379cd184b86ec6561453263134718121f,18,18,4,WETH,TOSHIBA,0,0,0,0,0,0,10,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xcA6193A42d47c5cC58CA570FF87c2e22Ce874876,,2319543,uniswap_v3 0x4200000000000000000000000000000000000006/0xc1bE7B99570639E9846347f86F1e15F9Aee2fcB 3000,0x4200000000000000000000000000000000000006/0xc1bE7B99570639E9846347f86F1e15F9Aee2fcB,uniswap_v3,3000,0.003,0xcA6193A42d47c5cC58CA570FF87c2e22Ce874876,,0x4200000000000000000000000000000000000006,0xc1bE7B99570639E9846347f86F1e15F9Aee2fcBa,18,18,4,WETH,UNIBASE,0,0,0,0,0,0,60,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xe1C3Ee4A663753AE40deC45D0327F318aa657c10,,2319547,uniswap_v3 0x1ea821131B46e910D8D1aBA3e005F542D07634Db/0x420000000000000000000000000000000000000 3000,0x1ea821131B46e910D8D1aBA3e005F542D07634Db/0x420000000000000000000000000000000000000,uniswap_v3,3000,0.003,0xe1C3Ee4A663753AE40deC45D0327F318aa657c10,,0x1ea821131B46e910D8D1aBA3e005F542D07634Db,0x4200000000000000000000000000000000000006,18,18,4,UNIBALD,WETH,0,0,0,0,0,0,60,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0xcCbe68700B308464320FF7C2a5c8127168f392Fe,,2319693,uniswap_v3 0x3BA7273924f6e051Aa06411030746A2B32de163a/0x420000000000000000000000000000000000000 10000,0x3BA7273924f6e051Aa06411030746A2B32de163a/0x420000000000000000000000000000000000000,uniswap_v3,10000,0.01,0xcCbe68700B308464320FF7C2a5c8127168f392Fe,,0x3BA7273924f6e051Aa06411030746A2B32de163a,0x4200000000000000000000000000000000000006,9,18,4,test,WETH,0,0,0,0,0,0,200,uniswap_v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
