exchange,address
fusionx_v2,0x3e5922cD0CeC71dc2d60eC8b36aa4C05B7c1672f
fusionx_v2,0x5D6ba688FD2602b7c5a50A64d95e057202E593ab
fusionx_v2,0x2bbA1c3E7Aa1E44cfad7245a90e2f48009515A3c
fusionx_v2,0x585EC64f06AFA80e474bB6574eF7BE38a8ef94A7
fusionx_v2,0xF1d41097444D1183669De650C29325232890d1a8
fusionx_v2,0x56D94d609122C7BCD6F09d3c52D401c4904E8B9a
fusionx_v2,0x21e3A3278eb0F884147F202Fb60b8e4df8832F88
fusionx_v2,0x7C66414d963Ad14AfF81bD9D2DDaa85d9FB8FF48
fusionx_v2,0xE141f779F2Fd329f807CF7a1d40CA6608293A233
fusionx_v2,0x41Ae0B474e7D94C9d0C6479288AC7645B2eFbC74
fusionx_v2,0xB1b9b516bf7B3D4eEBC5A4DDe0CfD563a6Df18Ba
fusionx_v2,0xa94d660772B891D566389D0f37Fa6Eb1Ee3BC8dd
fusionx_v2,0x165De6b5900EC69cF56256C2675919110647CfFd
fusionx_v2,0x456847Ef1F32ED39D677591a4c5fa374aBaD29cd
fusionx_v2,0xA0582Ea73846560a5c29CDD93fd7D289520B0096
fusionx_v2,0x012B959C376300883e56BB5aa516C8021D9EaC4d
fusionx_v2,0x62220685D94Fc17372b4f8120793b3B59b752037
fusionx_v2,0x3ae4b5D98f7F339BfB09C490a896b985f4067e95
fusionx_v2,0x62E74aFa25f8E7E0015eBd94698995B42127cd45
fusionx_v2,0x6Ad2e342C4fbACdC9a5921BF736E801184510092
fusionx_v2,0x9d82E933F78606082E35cF31781B831b7fe7d018
fusionx_v2,0x5763d374865B5623F887aAAd1cD7Bb9d047f3feC
fusionx_v2,0x25608abe64fbC30Ae75829AE4B855E8199cB0CC9
fusionx_v2,0xFB839febCA5163bc2b1249B22A80Ec0cA11C3e06
fusionx_v2,0x62785f528191Ab7f02aed7Efb028e60FdA8c8C66
fusionx_v2,0x72a00f69202044E4218A1cd165094830304bF520
