,Unnamed: 0,exchange_name,address,tkn0_address,tkn1_address,fee
83,83,uniswap_v2,0x2e134d87039a1c19654f2199c68ab824E03C16D2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB8fda5AEe55120247F16225feFf266dfdB381D4C,"('0.003', 0.003)"
84,84,uniswap_v2,0x2e95bD33C562eCe0335E7478ee0437a249a89cb7,0x51FE05eAc152494908ff1EbbD50e116e960BaF64,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
85,85,uniswap_v2,0x942e276FF1970C1222e0abB91AD60038687AA16a,0x3f61B34F2F54a35a5139b479a77FbB0b70D85dBF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
86,86,uniswap_v2,0xACFC50ec5FE0fd039e83380b8Ab343b77a49704f,0xB62E45c3Df611dcE236A6Ddc7A493d79F9DFadEf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
87,87,uniswap_v2,0xa3dEC62cBA3DBE03ab068b80739edF9cd11c52b4,0x396De8bb0a1745B531Bf5cD5952539A1b5FE66E0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
88,88,uniswap_v2,0xB49159aFEB54f8922b0A82a5d58bd4728B8c20bb,0x07E0EDf8ce600FB51d44F51E3348D77D67F298ae,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
89,89,sushiswap_v2,0x06da0fd433C1A5d7a4faa01111c044910A184553,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,"('0.0025', 0.0025)"
90,90,uniswap_v2,0xF3DcE0483C9362dB088f226B6a860E8f0508fAf8,0x411099C0b413f4fedDb10Edf6a8be63BD321311C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
91,91,uniswap_v2,0x044F4cB7FC6cB4e4801b9b6927969d2d0258798D,0x9F94b198ce85C19A846C2B1a4D523f40A747a850,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
92,92,uniswap_v2,0xfDEfC3D9517b1084F25E31D75CC87f79559F50E7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDD1A646123855564Af8E44812C2cdb1F485412De,"('0.003', 0.003)"
93,93,sushiswap_v2,0x36e2FCCCc59e5747Ff63a03ea2e5C0c2C14911e7,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.0025', 0.0025)"
94,94,sushiswap_v2,0x6a091a3406E0073C3CD6340122143009aDac0EDa,0x767FE9EDC9E0dF98E07454847909b5E959D7ca0E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.0025', 0.0025)"
95,95,uniswap_v2,0x9476f8fcCEFcee23481f9fA5bb5d8BDF1F145F5C,0x3e8203E0b1D56984AbC66f183A8d0b1A09a7E607,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
96,96,sushiswap_v2,0x795065dCc9f64b5614C407a6EFDC400DA6221FB0,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.0025', 0.0025)"
97,97,uniswap_v2,0x989dd57D45ce4C3917Df50F87B66E7fa8bc4c87e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD3D0cFF8d48846042f17583ADd5B795cfd81A0d2,"('0.003', 0.003)"
98,98,uniswap_v2,0x69C7bd26512f52bF6F76faB834140D13Dda673Ca,0x8eD97a637A790Be1feff5e888d43629dc05408F6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
99,99,pancakeswap_v2,0x2E8135bE71230c6B1B4045696d41C09Db0414226,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.0025', 0.0025)"
100,100,uniswap_v2,0xB54ce26f2E30F64c5b684b141311Ce138AB5E00E,0x75C97384cA209f915381755c582EC0E2cE88c1BA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
101,101,uniswap_v2,0xc817FDBfeDD0397476f33A42686591EFE9625D1f,0xbB4f3aD7a2cf75d8EfFc4f6D7BD21d95F06165ca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
102,102,uniswap_v2,0xF7d31825946e7fD99eF07212d34B9Dad84C396b7,0x9813037ee2218799597d83D4a5B6F3b6778218d9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
103,103,uniswap_v2,0x2308b672cE1eCD4FcC5F5479a5dbE56A54dB17DD,0xA9049425b938C46ac3E312D4CdaEccb26282AeB2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
104,104,uniswap_v2,0xd46934919D9138d3005C1f8Db794f03E7415bAbD,0x37DA9DE38c4094e090c014325f6eF4baEB302626,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
105,105,uniswap_v2,0x8DbEE21E8586eE356130074aaa789C33159921Ca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf819d9Cb1c2A819Fd991781A822dE3ca8607c3C9,"('0.003', 0.003)"
106,106,uniswap_v2,0x97FeaDCF4Dd8d58f35Be886e3d62Be3Bc2b1E7C1,0x00000000051b48047bE6DC0Ada6DE5c3de86A588,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.003', 0.003)"
107,107,uniswap_v2,0x642bCf1eD99f95974A2D3F8C912d327F26d2c520,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeb31bA344310Bc4872C6188ff210D7341A301ea9,"('0.003', 0.003)"
108,108,sushiswap_v2,0x99B42F2B49C395D2a77D973f6009aBb5d67dA343,0x25f8087EAD173b73D6e8B84329989A8eEA16CF73,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"('0.0025', 0.0025)"
109,109,uniswap_v3,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(500, 0.0005)"
110,110,uniswap_v3,0xe3170D65018882a336743a9c396C52eA4B9c5563,0x0B7f0e51Cd1739D6C96982D55aD8fA634dd43A9C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(3000, 0.003)"
111,111,uniswap_v3,0xB7F27E5Ebf97d88f37e16eddECC59523361A60E1,0x470c8950C0c3aA4B09654bC73b004615119A44b5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(10000, 0.01)"
112,112,uniswap_v3,0x86d27c2633Dc52107fa6aF283fbf586158bd99aC,0xb9098D3669A78e9AfE8b94a97290407400D9dA31,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(10000, 0.01)"
113,113,uniswap_v3,0x510100D5143e011Db24E2aa38abE85d73D5B2177,0x046EeE2cc3188071C02BfC1745A6b17c656e3f3d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(3000, 0.003)"
114,114,uniswap_v3,0x50fE1432A9127b25D81Ba12D739B744f84111134,0x808507121B80c02388fAd14726482e061B8da827,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(10000, 0.01)"
115,115,uniswap_v3,0x4A2987c255aD7F9409C54a4fcE7823441e14f08b,0xA882606494D86804B5514E07e6Bd2D6a6eE6d68A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(3000, 0.003)"
116,116,uniswap_v3,0x8596Bef7bd3c3E561cF04833965bDecBc4D33692,0x15F84Bfb8Ed86fAf8455cF6C9D88908ea89f92b6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(10000, 0.01)"
117,117,uniswap_v3,0x1F123BD9e55f7ef7D3653688cF2248Ef4d7f8394,0x0Ed024d39d55e486573EE32e583bC37Eb5A6271f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"(10000, 0.01)"
118,118,uniswap_v3,0x5c95d4B1C3321CF898D25949F41D50Be2dB5bc1d,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,"(500, 0.0005)"
