,Unnamed: 0,exchange_name,address,tkn0_address,tkn1_address,fee
0,0,bancor_pol,0xD06146D292F9651C1D7cf54A3162791DFc2bEf46,,,
70,70,uniswap_v2,0x55993860467a69A842DB18Cbf565B0e96cA12142,,,
71,71,uniswap_v2,0xaf4595C16Ae65c620Fac88B8d81133815B570fFf,,,
72,72,uniswap_v2,0xB54ce26f2E30F64c5b684b141311Ce138AB5E00E,,,
75,75,uniswap_v2,0x3B27958A28c5E9623c3E2B1B39E0C98cB0A1e56B,,,
76,76,uniswap_v2,0xaABd5E5141CD5fbaD8A2aC68015224E393361F01,,,
77,77,uniswap_v2,0x54bEbB624dDb561b971bB07B700c9d3Afd25FabC,,,
78,78,uniswap_v2,0x19AbBa6322b6C907D7ef4D0481e1Dd96b25B7Abd,,,
79,79,sushiswap_v2,0x295685c8FE08D8192981d21Ea1fe856a07443920,,,
80,80,uniswap_v2,0x3B6ea8d9C6dFAbA0ffC63086b9Eb669DdeB96ee2,,,
81,81,uniswap_v2,0x2a6c340bCbb0a79D3deecD3bc5cBc2605ea9259f,,,
82,82,uniswap_v2,0xBb2b8038a1640196FbE3e38816F3e67Cba72D940,,,
83,83,sushiswap_v2,0x9911b111860bd8A611C2A6654Ff38208208055D4,,,
84,84,uniswap_v2,0x044F4cB7FC6cB4e4801b9b6927969d2d0258798D,,,
85,85,uniswap_v2,0xFbd802BfC22A686BC82223Db91640217aa199845,,,
86,86,sushiswap_v2,0x31503dcb60119A812feE820bb7042752019F2355,,,
87,87,sushiswap_v2,0x6a091a3406E0073C3CD6340122143009aDac0EDa,,,
88,88,sushiswap_v2,0x795065dCc9f64b5614C407a6EFDC400DA6221FB0,,,
89,89,uniswap_v2,0x96e83035F05618fbdD77281d0389E4d95a0DA47f,,,
90,90,uniswap_v2,0xDaE6d9662C4904026AC311a5fDc8917FDc51971A,,,
91,91,uniswap_v2,0xfE17Ab3F63038B3b5BC400d6691B2f4d50A33Bf0,,,
92,92,uniswap_v2,0x2515C6b737151bBD5C7826C04717b342Ac44c1DA,,,
93,93,uniswap_v2,0x9cB236c126e5148A2eC4f2651B98445eE51A79d1,,,
94,94,uniswap_v2,0x977C5fcf7a552d38ADCDE4F41025956855497C6D,,,
95,95,uniswap_v2,0x3FdFd866fa9E1aB4b6F6762CBdce0BF787583dC3,,,
96,96,uniswap_v2,0x5D5d0E01f28ddbF173bae8820D71Ea7AF248EcC7,,,
97,97,uniswap_v2,0x8DbEE21E8586eE356130074aaa789C33159921Ca,,,
98,98,uniswap_v2,0xa3dEC62cBA3DBE03ab068b80739edF9cd11c52b4,,,
99,99,uniswap_v2,0xa8Eb39cD07768527B42Eaa64Ec973ea5bD570Ae5,,,
100,100,uniswap_v2,0x3C5838Ae8F28c411a8795453f6f948B7f3e53B0a,,,
101,101,uniswap_v2,0x8e83DE18B38DdC22166fB5454003A573A53BE4aE,,,
102,102,sushiswap_v2,0x717385e1a702F90B6Eb8Cd23150702Ca7217b626,,,
103,103,uniswap_v2,0x704aD8d95C12D7FEA531738faA94402725acB035,,,
104,104,uniswap_v2,0x52c77b0CB827aFbAD022E6d6CAF2C44452eDbc39,,,
105,105,uniswap_v2,0x517F9dD285e75b599234F7221227339478d0FcC8,,,
106,106,uniswap_v3,0xa9966025816C490dfFE18B5c58818EC14E0ce5Da,,,
107,107,uniswap_v3,0xd3B4F5b4CF06498E4fBdD71c9da4F5bEFE01A0ed,,,
108,108,uniswap_v3,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,,,
109,109,uniswap_v3,0xcEB492C5E67385E2A08265352d646a0c32A5d085,,,
110,110,uniswap_v3,0xe3170D65018882a336743a9c396C52eA4B9c5563,,,
111,111,uniswap_v3,0x54ae5e4627a494045512DF8a3D639D677493e2F6,,,
112,112,uniswap_v3,0xd6Eb9af2B8a37F5A7451E2a445cb93661a466a66,,,
113,113,uniswap_v3,0x7618C038113503D15029A41857e352F43b4DcC6E,,,
114,114,uniswap_v3,0x29421505De58A66c1509D824EB0060Bb3197B509,,,
115,115,uniswap_v3,0xA06591252908576A0F64a8560eC0C8051782377c,,,
116,116,uniswap_v3,0xfeb09c7e130a4b87B27ebD648ec485657b688B34,,,
117,117,uniswap_v3,0x2A84E2BD2E961b1557D6e516cA647268b432cbA4,,,
118,118,uniswap_v3,0xCEb63A909d95C9222cdf5B08044f5Dae72Cd036e,,,
119,119,uniswap_v3,0x2322e5517A3cBc75A3f02d74c96F82dda120D841,,,
