id,cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,tkn0_balance,tkn1_balance,z_0,y_0,A_0,B_0,z_1,y_1,A_1,B_1,sqrt_price_q96,tick,tick_spacing,liquidity,address,anchor,tkn0,tkn1,tkn0_address,tkn0_decimals,tkn1_address,tkn1_decimals
518,7145929705339707732730866756067132441098,2023-04-23 02:50:24.050757,17105036,uniswap_v3 HBTC-d380/WBTC-C599 500,HBTC-d380/WBTC-C599,uniswap_v3,500,,,,,,,,,,,791972768215703533027315,-230278,10,43162960070721774,0x685D5Bb7B3b82045F8eaf8F61B793CC3A97f7c1a,,HBTC-d380,WBTC-C599,0x0316EB71485b0Ab14103307bf65a021042c6d380,18,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,8
520,7145929705339707732730866756067132441100,2023-04-23 02:50:25.91673,17105037,uniswap_v3 WETH-6Cc2/FAKT-dC48 3000,WETH-6Cc2/FAKT-dC48,uniswap_v3,3000,,,,,,,,,,,27556487551835699786485286725726,117039,60,12060236683170247084574,0xED7c5E467f8E824cDE6B4ed60996bB387F24C55f,,WETH-6Cc2,FAKT-dC48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xC3FFbE26E9446aC52008FfC8C1191d60A12bdC48,18
521,7145929705339707732730866756067132441101,2023-04-23 02:50:26.822237,17105037,uniswap_v3 SLD-a084/USDT-1ec7 3000,SLD-a084/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,4295128740,-887272,60,0,0xC8dF1e00EC7B726A3a0b6739A3534Ecd6D89bB31,,SLD-a084,USDT-1ec7,0x1ef6A7e2c966fb7C5403EFEFdE38338b1a95a084,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
522,7145929705339707732730866756067132441102,2023-04-23 02:50:27.764878,17105037,uniswap_v3 FLASH-F2F8/WETH-6Cc2 3000,FLASH-F2F8/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,790127979053729671096229538,-92163,60,474653077571793430096,0xEA07f84E8F4885aF36d138bF54FaDE70e6d7866B,,FLASH-F2F8,WETH-6Cc2,0xB1f1F47061A7Be15C69f378CB3f69423bD58F2F8,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
523,7145929705339707732730866756067132441103,2023-04-23 02:50:28.654975,17105037,uniswap_v3 SYL-eb9C/USDC-eB48 10000,SYL-eb9C/USDC-eB48,uniswap_v3,10000,,,,,,,,,,,61470479374109396663474,-281400,200,471748104465377477,0xff4b5466b025472F8F6CCcA9dEec48c8D3BFe273,,SYL-eb9C,USDC-eB48,0x92925Acf2771Bc59143228499f9610FE5176eb9C,18,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6
524,7145929705339707732730866756067132441104,2023-04-23 02:50:29.544765,17105038,uniswap_v3 BTU-cc9f/WETH-6Cc2 10000,BTU-cc9f/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,640291889139885767166410218,-96369,200,96867047629442764503,0xdCe6e7d5d400773C876689F10a5dcA6a438CCf88,,BTU-cc9f,WETH-6Cc2,0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
525,7145929705339707732730866756067132441105,2023-04-23 02:50:30.457111,17105038,uniswap_v3 Pomi-77DA/WETH-6Cc2 3000,Pomi-77DA/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,343794613923796631136112030429,29355,60,153423835096560383,0xd58A42739d7c74935EeDb5a428993C76335DE791,,Pomi-77DA,WETH-6Cc2,0x96ef7f9cF1B6eCC66E482A6598fc9F009E9277DA,8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
526,7145929705339707732730866756067132441106,2023-04-23 02:50:31.368854,17105038,uniswap_v3 H2O-1701/WETH-6Cc2 3000,H2O-1701/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,2140057401092760148851025836,-72234,60,180963865975543373235,0x308860276541af9203f01644BFd515c33Ba46B5A,,H2O-1701,WETH-6Cc2,0x0642026E7f0B6cCaC5925b4E7Fa61384250e1701,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
527,7145929705339707732730866756067132441107,2023-04-23 02:50:32.282704,17105038,uniswap_v3 WETH-6Cc2/DUST-c5F0 10000,WETH-6Cc2/DUST-c5F0,uniswap_v3,10000,,,,,,,,,,,49116972657343478464806023752805,128598,200,16218747278477893640776,0x616c5d79d8ffE6579A5ed63A84e7b3143557fE38,,WETH-6Cc2,DUST-c5F0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xe2E109f1b4eaA8915655fE8fDEfC112a34ACc5F0,18
528,7145929705339707732730866756067132441108,2023-04-23 02:50:33.182576,17105039,uniswap_v3 WFLOW-3B2b/WETH-6Cc2 3000,WFLOW-3B2b/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,2853366043170258591440114091,-66480,60,46680438878233917446333,0x7316B2515940A8573e34f45900E82763ad34A34A,,WFLOW-3B2b,WETH-6Cc2,0x5c147e74D63B1D31AA3Fd78Eb229B65161983B2b,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
529,7145929705339707732730866756067132441109,2023-04-23 02:50:34.117492,17105039,uniswap_v3 TAMA-88c8/WETH-6Cc2 10000,TAMA-88c8/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,327624843972152684126743498,-109770,200,2637961075197189103721,0xF1B5Cf831CED19136472b2b385F30384cE14a982,,TAMA-88c8,WETH-6Cc2,0x12b6893cE26Ea6341919FE289212ef77e51688c8,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
530,7145929705339707732730866756067132441110,2023-04-23 02:50:35.020068,17105039,uniswap_v3 DEPAY-55eb/WETH-6Cc2 3000,DEPAY-55eb/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,784258247892031443017220272,-92312,60,285730091900757652787,0x3d656daD255ca189D497A7B0f2C4b06FFE5cB9B0,,DEPAY-55eb,WETH-6Cc2,0xa0bEd124a09ac2Bd941b10349d8d224fe3c955eb,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
531,7145929705339707732730866756067132441111,2023-04-23 02:50:35.966649,17105039,uniswap_v3 TONCOIN-def1/USDT-1ec7 3000,TONCOIN-def1/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,3724591752972906030205089291,-61151,60,178581802653,0x7F76A06E8485bb5a12c0E2632DD5c365ECF3E6Da,,TONCOIN-def1,USDT-1ec7,0x582d872A1B094FC48F5DE31D3B73F2D9bE47def1,9,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
532,7145929705339707732730866756067132441112,2023-04-23 02:50:36.890454,17105039,uniswap_v3 WETH-6Cc2/NCR-ed9c 3000,WETH-6Cc2/NCR-ed9c,uniswap_v3,3000,,,,,,,,,,,13024470501403214990007273612575,102050,60,23599757832496312501,0x4B3d09151aD295623AC9E50967739Fd437B0d892,,WETH-6Cc2,NCR-ed9c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xDB5C3C46E28B53a39C255AA39A411dD64e5fed9c,18
533,7145929705339707732730866756067132441113,2023-04-23 02:50:37.881968,17105040,uniswap_v3 JASMY-03EC/USDT-1ec7 10000,JASMY-03EC/USDT-1ec7,uniswap_v3,10000,,,,,,,,,,,6479598267626037391503,-326400,200,0,0x38b6e47A97F4680A983eAdc8E510C37d73967c29,,JASMY-03EC,USDT-1ec7,0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
534,7145929705339707732730866756067132441114,2023-04-23 02:50:38.796205,17105040,uniswap_v3 WETH-6Cc2/DZOO-ca83 10000,WETH-6Cc2/DZOO-ca83,uniswap_v3,10000,,,,,,,,,,,18595937601864421149241145665157,109172,200,18592806690671006684,0x000C0D31F6B7cEcDE4645EeF0c4eC6a492659D62,,WETH-6Cc2,DZOO-ca83,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xc97d6C52F3ADD91Fa1c5287a453d7444aECBca83,18
535,7145929705339707732730866756067132441115,2023-04-23 02:50:39.702007,17105040,uniswap_v3 WETH-6Cc2/KCS-8811 10000,WETH-6Cc2/KCS-8811,uniswap_v3,10000,,,,,,,,,,,1166466512223393284624662,-222534,200,307779082671242,0x0df407bc6Abe9aF2093dCB4c974e18d40A6A381a,,WETH-6Cc2,KCS-8811,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xf34960d9d60be18cC1D5Afc1A6F012A723a28811,6
536,7145929705339707732730866756067132441116,2023-04-23 02:50:40.59247,17105040,uniswap_v3 D2T-7A76/WETH-6Cc2 10000,D2T-7A76/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,370161410474876171451203592,-107329,200,85496049190819141010,0x73cFF43E5B5f010941F4EC40C9aC6F56CC8d8f51,,D2T-7A76,WETH-6Cc2,0x4Dd942bAa75810a3C1E876e79d5cD35E09C97A76,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
537,7145929705339707732730866756067132441117,2023-04-23 02:50:41.466834,17105041,uniswap_v3 WETH-6Cc2/AMP-95C2 10000,WETH-6Cc2/AMP-95C2,uniswap_v3,10000,,,,,,,,,,,58229226265093595239168018624755,132002,200,1218277605377548932767,0x4E57F830B0b4A82321071ead6FfD1Df1575a16e2,,WETH-6Cc2,AMP-95C2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xfF20817765cB7f73d4bde2e66e067E58D11095C2,18
538,7145929705339707732730866756067132441118,2023-04-23 02:50:42.366573,17105041,uniswap_v3 XYO-E758/USDT-1ec7 3000,XYO-E758/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,5682509115097824355081,-329026,60,25505026249985069,0xd0AF1981f52146a6939385451dAeA0726e13a484,,XYO-E758,USDT-1ec7,0x55296f69f40Ea6d20E478533C15A6B08B654E758,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
539,7145929705339707732730866756067132441119,2023-04-23 02:50:43.267429,17105041,uniswap_v3 PPAY-3Bb2/WETH-6Cc2 3000,PPAY-3Bb2/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,126256324577283816180478620,-128842,60,151057991268557745234,0x84AE4AA9581e6b7F50f660C5B6970aef1eD82BE8,,PPAY-3Bb2,WETH-6Cc2,0x054D64b73d3D8A21Af3D764eFd76bCaA774f3Bb2,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
540,7145929705339707732730866756067132441120,2023-04-23 02:50:44.173193,17105041,uniswap_v3 USDC-eB48/USDT-1ec7 100,USDC-eB48/USDT-1ec7,uniswap_v3,100,,,,,,,,,,,79229815881601208404871167281,0,1,247148616965655207,0x3416cF6C708Da44DB2624D63ea0AAef7113527C6,,USDC-eB48,USDT-1ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
541,7145929705339707732730866756067132441121,2023-04-23 02:50:45.069353,17105042,uniswap_v3 LQTY-c54D/WETH-6Cc2 10000,LQTY-c54D/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,3328396320709926629412348953,-63400,200,312772882830139694812,0x28B67e0a4e570720c111c090C45dAa065a54E58D,,LQTY-c54D,WETH-6Cc2,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
542,7145929705339707732730866756067132441122,2023-04-23 02:50:45.982759,17105042,uniswap_v3 KUMA-3E02/WETH-6Cc2 10000,KUMA-3E02/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,264787333816403897375424,-252191,200,4856416600718367383178,0x864ad3830b8b721c17419b135a4709c3776fb9bE,,KUMA-3E02,WETH-6Cc2,0x48C276e8d03813224bb1e55F953adB6d02FD3E02,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
543,7145929705339707732730866756067132441123,2023-04-23 02:50:46.860287,17105042,uniswap_v3 PDT-9893/WETH-6Cc2 10000,PDT-9893/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,500455948822021246822362502,-101297,200,43688724486536983213308,0x75Ea68f3C8C59bBc032dFCE2db0705E2C6EfAd0b,,PDT-9893,WETH-6Cc2,0x375aBB85C329753b1Ba849a601438AE77eEc9893,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
544,7145929705339707732730866756067132441124,2023-04-23 02:50:47.750294,17105042,uniswap_v3 NBT-824c/USDT-1ec7 3000,NBT-824c/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,4233654472567969161082,-334913,60,414227746778704910,0xd51d8844edb3F1ad17a0B738a4EaD26Ec101E764,,NBT-824c,USDT-1ec7,0x446F2A8A39Cc730ef378Be759A3c57f1a3fE824c,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
545,7145929705339707732730866756067132441125,2023-04-23 02:50:48.653068,17105042,uniswap_v3 WETH-6Cc2/TEXAN-88d7 10000,WETH-6Cc2/TEXAN-88d7,uniswap_v3,10000,,,,,,,,,,,451631817341914720621491504970408,172974,200,62707241294694375437,0xB1a19FafA68dF18e63C73A1d14283887dB051c71,,WETH-6Cc2,TEXAN-88d7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xcFCFfE432A48dB53F59c301422d2EdD77B2A88d7,18
546,7145929705339707732730866756067132441126,2023-04-23 02:50:49.540797,17105043,uniswap_v3 WETH-6Cc2/CAW-e452 10000,WETH-6Cc2/CAW-e452,uniswap_v3,10000,,,,,,,,,,,9167033140776907091233701174307521,233187,200,5080348930070600229516,0x92fFbf968a1fBD766F94DcB495f2b39CC2BCA7e3,,WETH-6Cc2,CAW-e452,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xf3b9569F82B18aEf890De263B84189bd33EBe452,18
547,7145929705339707732730866756067132441127,2023-04-23 02:50:50.424228,17105043,uniswap_v3 DPI-3C2b/WETH-6Cc2 10000,DPI-3C2b/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,16787141850091272007275522531,-31036,200,2732607313268733899,0x544176512A92e703dF13313977ad43b4CF64eBC7,,DPI-3C2b,WETH-6Cc2,0x1494CA1F11D487c2bBe4543E90080AeBa4BA3C2b,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
549,7145929705339707732730866756067132441129,2023-04-23 02:50:52.214524,17105043,uniswap_v3 BRD-9aD6/USDT-1ec7 10000,BRD-9aD6/USDT-1ec7,uniswap_v3,10000,,,,,,,,,,,6291155587333251239577,-326991,200,20352359440043090,0x5c1e3f0979513F1111995DA718780BD24E73cDA3,,BRD-9aD6,USDT-1ec7,0x558EC3152e2eb2174905cd19AeA4e34A23DE9aD6,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
550,7145929705339707732730866756067132441130,2023-04-23 02:50:53.12633,17105044,uniswap_v3 MUSK-2Cd8/WETH-6Cc2 10000,MUSK-2Cd8/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,170360436562975384936023859,-122850,200,151421412288717492176,0x0bEe8f49b63B84259CEA2558D592c1d322131aeD,,MUSK-2Cd8,WETH-6Cc2,0x6069c9223e8a5DA1ec49ac5525d4BB757Af72Cd8,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
551,7145929705339707732730866756067132441131,2023-04-23 02:50:54.046282,17105044,uniswap_v3 ATC-5c9e/WETH-6Cc2 10000,ATC-5c9e/WETH-6Cc2,uniswap_v3,10000,,,,,,,,,,,250680134942993097380952308790939,161200,200,317362597745549813,0xC522029E9b22EfE06bB52Fd48AC1E960FbAa026b,,ATC-5c9e,WETH-6Cc2,0x0fAD86Cc1b412b330494E350Bf1dC1994AC55c9e,6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
552,7145929705339707732730866756067132441132,2023-04-23 02:50:54.985171,17105044,uniswap_v3 YFII-aB83/WETH-6Cc2 3000,YFII-aB83/WETH-6Cc2,uniswap_v3,3000,,,,,,,,,,,58249800876631867818767364745,-6153,60,510025781720893558,0x1e933695b4bE2834d4E4C8BbEd4b63EBCe7Ca411,,YFII-aB83,WETH-6Cc2,0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18
553,7145929705339707732730866756067132441133,2023-04-23 02:50:55.873548,17105045,uniswap_v3 WETH-6Cc2/IZE-327B 10000,WETH-6Cc2/IZE-327B,uniswap_v3,10000,,,,,,,,,,,654936319420197129328618473,-95916,200,173201798366284038,0x23473B62Aa96b2342Ec47cd2742ec1d4d23f3177,,WETH-6Cc2,IZE-327B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,0xf7e945FcE8F19302AaCc7E1418b0A0bdef89327B,8
554,7145929705339707732730866756067132441134,2023-04-23 02:50:56.856371,17105045,uniswap_v3 SHIB-C4cE/USDC-eB48 3000,SHIB-C4cE/USDC-eB48,uniswap_v3,3000,,,,,,,,,,,262861734263133782202,-390499,60,186692504453554888,0xe9131A276FD07AF729B5537A429346e8AfFc67e0,,SHIB-C4cE,USDC-eB48,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,18,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6
555,7145929705339707732730866756067132441135,2023-04-23 02:50:57.766439,17105045,uniswap_v3 ULX-636F/USDT-1ec7 3000,ULX-636F/USDT-1ec7,uniswap_v3,3000,,,,,,,,,,,21372088291167381724041,-302531,60,1667738001257649044,0x9aDf4617804c762f86Fc4e706aD0424da3b100A7,,ULX-636F,USDT-1ec7,0x5Aa158404fEd6b4730C13F49d3a7F820e14A636F,18,0xdAC17F958D2ee523a2206206994597C13D831ec7,6
