cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol
611c0109-60fb-4a5c-9518-5acf843978ca,2023-05-06 19:30:26.023935,17203475,uniswap_v2 DOV-79b1/WETH-6Cc2 0.003,DOV-79b1/WETH-6Cc2,uniswap_v2,0.003,0.003,0x610382C1968AA065A662E34E5a258CC64048324f,,0xac3211a5025414Af2866FF09c23FC18bc97e79b1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DOV-79b1,WETH-6Cc2,18,18,3,DOV,WETH
6125082604576892342340742933771827806240,2023-05-06 18:15:22.459157,17203268,carbon_v1 MATIC-eBB0/ARB-4ad1 0.002,MATIC-eBB0/ARB-4ad1,carbon_v1,0.002,0.002,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,MATIC-eBB0,ARB-4ad1,18,18,6,MATIC,ARB
6127e586-60e5-4dcf-bb15-6df6b5746da2,2023-05-06 19:41:37.042808,17203475,uniswap_v2 MIKAWA-6A26/WETH-6Cc2 0.003,MIKAWA-6A26/WETH-6Cc2,uniswap_v2,0.003,0.003,0xEC76AB679662b448c75BB602737AB677Fa240f48,,0x0888Fd2960Ddf57Cfb561B59d73Dd2b9524F6A26,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,MIKAWA-6A26,WETH-6Cc2,9,18,3,MIKAWA,WETH
6133b4b8-5697-4dbc-bbae-afd0da663695,2023-05-06 18:59:15.549932,17203475,uniswap_v3 WBTC-C599/USDT-1ec7 500,WBTC-C599/USDT-1ec7,uniswap_v3,500.0,0.0005,0x56534741CD8B152df6d48AdF7ac51f75169A83b2,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xdAC17F958D2ee523a2206206994597C13D831ec7,WBTC-C599,USDT-1ec7,8,6,4,WBTC,USDT
615bc68e-0541-43d5-9e57-f89c2586d816,2023-05-06 19:19:57.064020,17203475,uniswap_v3 OXT-3Deb/WETH-6Cc2 10000,OXT-3Deb/WETH-6Cc2,uniswap_v3,10000.0,0.01,0x820e5Ab3D952901165F858703Ae968e5ea67eb31,,0x4575f41308EC1483f3d399aa9a2826d74Da13Deb,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,OXT-3Deb,WETH-6Cc2,18,18,4,OXT,WETH
6171a9a0-103d-4b6b-96c6-1dad2875f2a5,2023-05-06 19:07:23.879877,17203475,uniswap_v3 WETH-6Cc2/SOL-b89c 3000,WETH-6Cc2/SOL-b89c,uniswap_v3,3000.0,0.003,0x127452F3f9cDc0389b0Bf59ce6131aA3Bd763598,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD31a59c85aE9D8edEFeC411D448f90841571b89c,WETH-6Cc2,SOL-b89c,18,9,4,WETH,SOL
617859aa-7276-42a0-9da1-e7d62d6f31fb,2023-05-06 19:11:35.461205,17203475,uniswap_v3 USDC-eB48/GRT-44a7 10000,USDC-eB48/GRT-44a7,uniswap_v3,10000.0,0.01,0x4d1Fb02fa84EdA35881902e8E0fdacC3a873398B,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xc944E90C64B2c07662A292be6244BDf05Cda44a7,USDC-eB48,GRT-44a7,6,18,4,USDC,GRT
617c925e-7906-42c9-8749-0216f830a193,2023-05-06 19:34:46.931254,17203475,uniswap_v2 DOWS-c559/WETH-6Cc2 0.003,DOWS-c559/WETH-6Cc2,uniswap_v2,0.003,0.003,0x2999528824A1a839D9AF5CfEAD053236BE675984,,0x661Ab0Ed68000491d98C796146bcF28c20d7c559,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DOWS-c559,WETH-6Cc2,18,18,3,DOWS,WETH
61985b56-9874-499e-8011-14d22eede031,2023-05-06 19:20:14.848568,17203475,uniswap_v3 LSS-E320/WETH-6Cc2 10000,LSS-E320/WETH-6Cc2,uniswap_v3,10000.0,0.01,0x5A51E2d6FdEf555Bb309eDB7D2c19f35b668fbFc,,0x3B9BE07d622aCcAEd78f479BC0EDabFd6397E320,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,LSS-E320,WETH-6Cc2,18,18,4,LSS,WETH
61a8190c-3533-49b5-bf9d-f4ee7b9ec456,2023-05-06 18:57:52.625597,17203475,uniswap_v3 WETH-6Cc2/LOOKS-421E 3000,WETH-6Cc2/LOOKS-421E,uniswap_v3,3000.0,0.003,0x4b5Ab61593A2401B1075b90c04cBCDD3F87CE011,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf4d2888d29D722226FafA5d9B24F9164c092421E,WETH-6Cc2,LOOKS-421E,18,18,4,WETH,LOOKS
