id,cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,tkn0_balance,tkn1_balance,z_0,y_0,A_0,B_0,z_1,y_1,A_1,B_1,sqrt_price_q96,tick,tick_spacing,liquidity,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol
150,150,2023-05-03 18:00:30.997439,17181830,uniswap_v2 DOG-868D/USDT-1ec7 0.003,DOG-868D/USDT-1ec7,uniswap_v2,0.003,0.003,463946993991082454814600865619551,87611104274,,,,,,,,,0,,,,0x3d6D0eB6B820374736493004081449A451a05D5d,,0x47D920a911cB9a0Ad4618698bA3feF800aBC868D,0xdAC17F958D2ee523a2206206994597C13D831ec7,DOG-868D,USDT-1ec7,18,6,3,DOG,USDT
151,151,2023-05-03 18:00:32.523662,17181830,uniswap_v2 WAVES-f29a/USDT-1ec7 0.003,WAVES-f29a/USDT-1ec7,uniswap_v2,0.003,0.003,20865110423449470804,69470961,,,,,,,,,0,,,,0x27Ed3141C1Fa47113c6812c02d69D5AA044309c9,,0x1cF4592ebfFd730c7dc92c1bdFFDfc3B9EfCf29a,0xdAC17F958D2ee523a2206206994597C13D831ec7,WAVES-f29a,USDT-1ec7,18,6,3,WAVES,USDT
152,152,2023-05-03 18:00:33.99473,17181830,uniswap_v2 BUSD-7C53/USDC-eB48 0.003,BUSD-7C53/USDC-eB48,uniswap_v2,0.003,0.003,8448424723878021387948,8319977598,,,,,,,,,0,,,,0x524847C615639e76fE7D0FE0B16be8c4eAC9CF3c,,0x4Fabb145d64652a948d72533023f6E7A623C7C53,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BUSD-7C53,USDC-eB48,18,6,3,BUSD,USDC
153,153,2023-05-03 18:00:35.463107,17181830,uniswap_v2 NGL-66aE/USDC-eB48 0.003,NGL-66aE/USDC-eB48,uniswap_v2,0.003,0.003,506703102048347384647393,107017624062,,,,,,,,,0,,,,0xB8B7C440c36e31686Bf1E1bDCA76a52E730190fC,,0x2653891204F463fb2a2F4f412564b19e955166aE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,NGL-66aE,USDC-eB48,18,6,3,NGL,USDC
154,154,2023-05-03 18:00:36.939464,17181830,uniswap_v2 ELON-60F3/USDC-eB48 0.003,ELON-60F3/USDC-eB48,uniswap_v2,0.003,0.003,1506501575986531383597241640,383003247,,,,,,,,,0,,,,0x4e26311405906586742dE36AD7Db4CA2B6dAb842,,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,ELON-60F3,USDC-eB48,18,6,3,ELON,USDC
155,155,2023-05-03 18:00:38.44105,17181831,uniswap_v2 GAME-1d1c/USDT-1ec7 0.003,GAME-1d1c/USDT-1ec7,uniswap_v2,0.003,0.003,105278639114,49491146150,,,,,,,,,0,,,,0x0cFB06414C6d9790Bc661230DbA0b24060808bF4,,0xD567B5F02b9073aD3a982a099a23Bf019FF11d1c,0xdAC17F958D2ee523a2206206994597C13D831ec7,GAME-1d1c,USDT-1ec7,5,6,3,GAME,USDT
156,156,2023-05-03 18:00:39.915333,17181831,uniswap_v2 SRK-74E6/USDT-1ec7 0.003,SRK-74E6/USDT-1ec7,uniswap_v2,0.003,0.003,34012049258580869242480965,7614406188,,,,,,,,,0,,,,0xD42e338A6fCf2e343AfFFd4Eca59e8ECa64BaD39,,0x0488401c3F535193Fa8Df029d9fFe615A06E74E6,0xdAC17F958D2ee523a2206206994597C13D831ec7,SRK-74E6,USDT-1ec7,18,6,3,SRK,USDT
157,157,2023-05-03 18:00:41.406934,17181831,uniswap_v2 DAI-1d0F/$LSVR-c09B 0.003,DAI-1d0F/$LSVR-c09B,uniswap_v2,0.003,0.003,27195898773188538830947,531381322573548496175105068,,,,,,,,,0,,,,0x0bA577b7E9096156af0D3a44e5056491566b7289,,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x79A06aCb8bdd138BEEECcE0f1605971f3AC7c09B,DAI-1d0F,$LSVR-c09B,18,18,3,DAI,$LSVR
158,158,2023-05-03 18:00:42.883837,17181831,uniswap_v2 MGG-8740/USDC-eB48 0.003,MGG-8740/USDC-eB48,uniswap_v2,0.003,0.003,8158877007666097971038579,26135265114,,,,,,,,,0,,,,0x8324479F05F79F2d17d05aF0A5db9caa321CB9A3,,0x7237C0B30B1355f1B76355582f182F6f04B08740,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,MGG-8740,USDC-eB48,18,6,3,MGG,USDC
159,159,2023-05-03 18:00:44.383772,17181831,uniswap_v2 wOXEN-bcc5/USDT-1ec7 0.003,wOXEN-bcc5/USDT-1ec7,uniswap_v2,0.003,0.003,172852188590726,21620235356,,,,,,,,,0,,,,0xbaECA7C35346a8d31811eF971F38603012A12c1e,,0xd1e2d5085b39B80C9948AeB1b9aA83AF6756bcc5,0xdAC17F958D2ee523a2206206994597C13D831ec7,wOXEN-bcc5,USDT-1ec7,9,6,3,wOXEN,USDT
160,160,2023-05-03 18:00:45.865444,17181831,uniswap_v2 GEM-efcC/USDT-1ec7 0.003,GEM-efcC/USDT-1ec7,uniswap_v2,0.003,0.003,168302127427824329099255,806977806,,,,,,,,,0,,,,0xf96cC3826505895FdE768A599668ea9a5F1a3d8B,,0x9008064E6cf73e27a3Aba4B10E69f855A4F8efcC,0xdAC17F958D2ee523a2206206994597C13D831ec7,GEM-efcC,USDT-1ec7,18,6,3,GEM,USDT
161,161,2023-05-03 18:00:47.430344,17181831,uniswap_v2 DAI-1d0F/UBI-E9a4 0.003,DAI-1d0F/UBI-E9a4,uniswap_v2,0.003,0.003,2086668759634728223884,3899054892181265988451570,,,,,,,,,0,,,,0xeA7952FAC7Ff6e997d895C1566599b86b91444C0,,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xDd1Ad9A21Ce722C151A836373baBe42c868cE9a4,DAI-1d0F,UBI-E9a4,18,18,3,DAI,UBI
162,162,2023-05-03 18:00:48.280433,17181831,uniswap_v2 UNI-F984/LINK-86CA 0.003,UNI-F984/LINK-86CA,uniswap_v2,0.003,0.003,1227674400728483441693,944725387558544574529,,,,,,,,,0,,,,0x9b2662DC8b80B0fE79310AD316b943CB5Bb15e8b,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0x514910771AF9Ca656af840dff83E8264EcF986CA,UNI-F984,LINK-86CA,18,18,3,UNI,LINK
163,163,2023-05-03 18:00:49.800698,17181831,uniswap_v2 DEXG-436D/USDT-1ec7 0.003,DEXG-436D/USDT-1ec7,uniswap_v2,0.003,0.003,23726097127381825022556,16027388121,,,,,,,,,0,,,,0x0555F052DA0A50d39369B0f634855edc858Baa18,,0xB81D70802a816B5DacBA06D708B5acF19DcD436D,0xdAC17F958D2ee523a2206206994597C13D831ec7,DEXG-436D,USDT-1ec7,18,6,3,DEXG,USDT
164,164,2023-05-03 18:00:51.276617,17181832,uniswap_v2 XEN-6Fb8/USDC-eB48 0.003,XEN-6Fb8/USDC-eB48,uniswap_v2,0.003,0.003,46549724339575312197880943,272220272,,,,,,,,,0,,,,0xC6F6Bbb40155D1D2e6BecFfA0E7EAaD5Ce2F16b4,,0x06450dEe7FD2Fb8E39061434BAbCFC05599a6Fb8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XEN-6Fb8,USDC-eB48,18,6,3,XEN,USDC
165,165,2023-05-03 18:00:52.7701,17181832,uniswap_v2 PEPES-7E12/USDC-eB48 0.003,PEPES-7E12/USDC-eB48,uniswap_v2,0.003,0.003,1379545605938106335426884,134328971,,,,,,,,,0,,,,0xaD12c9d4a5Dd9C9272c31a7E1A61213BcB857934,,0x6BF765C43030387a983f429c1438e9D2025B7E12,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,PEPES-7E12,USDC-eB48,18,6,3,PEPES,USDC
166,166,2023-05-03 18:00:54.273928,17181832,uniswap_v2 USDT-1ec7/SPWN-1126 0.003,USDT-1ec7/SPWN-1126,uniswap_v2,0.003,0.003,451657476,1328772101595967918144341,,,,,,,,,0,,,,0xb5B51148a602AfB716e241273AdbCe5558540293,,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xe516D78d784C77D479977BE58905B3f2b1111126,USDT-1ec7,SPWN-1126,6,18,3,USDT,SPWN
167,167,2023-05-03 18:00:55.766512,17181832,uniswap_v2 USDC-eB48/GYEN-D911 0.003,USDC-eB48/GYEN-D911,uniswap_v2,0.003,0.003,2952591588,391267156951,,,,,,,,,0,,,,0xC4FA9fD2e51e41C2bE2C3A77C53710b224e1B31D,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC08512927D12348F6620a698105e1BAac6EcD911,USDC-eB48,GYEN-D911,6,6,3,USDC,GYEN
168,168,2023-05-03 18:00:57.267279,17181832,uniswap_v2 USDC-eB48/TOAD-eD1e 0.003,USDC-eB48/TOAD-eD1e,uniswap_v2,0.003,0.003,29485961838,68268534724410078,,,,,,,,,0,,,,0x4D7B070e3D625A4B8a40570fC1A6E8c4F7d333fF,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xBfB2b6870501a6Ff17121D676A0A45a38c9eeD1e,USDC-eB48,TOAD-eD1e,6,9,3,USDC,TOAD
169,169,2023-05-03 18:00:58.769771,17181832,uniswap_v2 ARPA-b71a/USDT-1ec7 0.003,ARPA-b71a/USDT-1ec7,uniswap_v2,0.003,0.003,3672931238499408831621,147869107,,,,,,,,,0,,,,0x9F624b25991b99D7b14d6740A9D581DD77980808,,0xBA50933C268F567BDC86E1aC131BE072C6B0b71a,0xdAC17F958D2ee523a2206206994597C13D831ec7,ARPA-b71a,USDT-1ec7,18,6,3,ARPA,USDT
170,170,2023-05-03 18:01:00.272758,17181832,uniswap_v2 EVA-8707/USDT-1ec7 0.003,EVA-8707/USDT-1ec7,uniswap_v2,0.003,0.003,4289772068004837761031324,4595787643,,,,,,,,,0,,,,0xBB12d6020E80E9f329F72F9D2209807D2e49D3f8,,0xd6cAF5Bd23CF057f5FcCCE295Dcc50C01C198707,0xdAC17F958D2ee523a2206206994597C13D831ec7,EVA-8707,USDT-1ec7,18,6,3,EVA,USDT
171,171,2023-05-03 18:01:01.076882,17181832,uniswap_v2 LINK-86CA/USDT-1ec7 0.003,LINK-86CA/USDT-1ec7,uniswap_v2,0.003,0.003,32830204536199051175,240605167,,,,,,,,,0,,,,0x9Db10C305c671153662119D453C4D2c123725566,,0x514910771AF9Ca656af840dff83E8264EcF986CA,0xdAC17F958D2ee523a2206206994597C13D831ec7,LINK-86CA,USDT-1ec7,18,6,3,LINK,USDT
172,172,2023-05-03 18:01:02.615168,17181833,uniswap_v2 BAG-14b0/USDC-eB48 0.003,BAG-14b0/USDC-eB48,uniswap_v2,0.003,0.003,277070698089166167300605,1252915261,,,,,,,,,0,,,,0xf3bC6f13Bc030e7c294DA2AAD27B99807BC5F8fD,,0x28A06c02287e657ec3F8e151A13C36A1D43814b0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BAG-14b0,USDC-eB48,18,6,3,BAG,USDC
173,173,2023-05-03 18:01:04.109603,17181833,uniswap_v2 ABR-8C7C/USDT-1ec7 0.003,ABR-8C7C/USDT-1ec7,uniswap_v2,0.003,0.003,155314611485322204676567,27315940126,,,,,,,,,0,,,,0x63cd4c240722b2Fbb60E0d1697be697450625f50,,0xa11bD36801d8fa4448F0ac4ea7A62e3634cE8C7C,0xdAC17F958D2ee523a2206206994597C13D831ec7,ABR-8C7C,USDT-1ec7,18,6,3,ABR,USDT
174,174,2023-05-03 18:01:05.584009,17181833,uniswap_v2 OXAI-Fe9d/USDC-eB48 0.003,OXAI-Fe9d/USDC-eB48,uniswap_v2,0.003,0.003,7150695422733945550359499,26364767,,,,,,,,,0,,,,0x65717fe021EA67801d1088CC80099004B05B6460,,0x428dca9537116148616a5A3E44035Af17238Fe9d,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,OXAI-Fe9d,USDC-eB48,18,6,3,OXAI,USDC
175,175,2023-05-03 18:01:06.367738,17181833,uniswap_v2 LINK-86CA/DAI-1d0F 0.003,LINK-86CA/DAI-1d0F,uniswap_v2,0.003,0.003,187774608482570157903,1331363366893295420032,,,,,,,,,0,,,,0x6D4fd456eDecA58Cf53A8b586cd50754547DBDB2,,0x514910771AF9Ca656af840dff83E8264EcF986CA,0x6B175474E89094C44Da98b954EedeAC495271d0F,LINK-86CA,DAI-1d0F,18,18,3,LINK,DAI
176,176,2023-05-03 18:01:07.169225,17181833,uniswap_v2 LINK-86CA/USDC-eB48 0.003,LINK-86CA/USDC-eB48,uniswap_v2,0.003,0.003,91869538518778907565,624170999,,,,,,,,,0,,,,0xd8C8a2B125527bf97c8e4845b25dE7e964468F77,,0x514910771AF9Ca656af840dff83E8264EcF986CA,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,LINK-86CA,USDC-eB48,18,6,3,LINK,USDC
177,177,2023-05-03 18:01:08.671041,17181833,uniswap_v2 UBXN-1065/USDC-eB48 0.003,UBXN-1065/USDC-eB48,uniswap_v2,0.003,0.003,1225446857040621366057122,3335252527,,,,,,,,,0,,,,0x18A6175FdACB6F545c9380f8Fc61E7aE58Fc6e36,,0x7A73839bd0e5cdED853cB01aa9773F8989381065,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,UBXN-1065,USDC-eB48,18,6,3,UBXN,USDC
178,178,2023-05-03 18:01:10.171911,17181833,uniswap_v2 OIL-88a5/USDC-eB48 0.003,OIL-88a5/USDC-eB48,uniswap_v2,0.003,0.003,11595829908155117854944386,310851404999,,,,,,,,,0,,,,0x0E9C8107682AB88604B4FBf847eeeCeaCF38E9E6,,0x0275E1001e293C46CFe158B3702AADe0B99f88a5,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,OIL-88a5,USDC-eB48,18,6,3,OIL,USDC
179,179,2023-05-03 18:01:11.66834,17181833,uniswap_v2 ESD-d723/USDC-eB48 0.003,ESD-d723/USDC-eB48,uniswap_v2,0.003,0.003,27872417137663725382015075,16969382454,,,,,,,,,0,,,,0x88ff79eB2Bc5850F27315415da8685282C7610F9,,0x36F3FD68E7325a35EB768F1AedaAe9EA0689d723,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,ESD-d723,USDC-eB48,18,6,3,ESD,USDC
180,180,2023-05-03 18:01:13.150183,17181833,uniswap_v2 LXF-772A/USDT-1ec7 0.003,LXF-772A/USDT-1ec7,uniswap_v2,0.003,0.003,919991278170101839410040,2509972761,,,,,,,,,0,,,,0x7b034BBa28ec5F3A4f844cA1ee7178Af06f7d0e9,,0xA799C4ADcf62E025cE4D8aBE6A77CebC487d772A,0xdAC17F958D2ee523a2206206994597C13D831ec7,LXF-772A,USDT-1ec7,18,6,3,LXF,USDT
181,181,2023-05-03 18:01:14.651367,17181833,uniswap_v2 ERP-2267/USDC-eB48 0.003,ERP-2267/USDC-eB48,uniswap_v2,0.003,0.003,35077092619123058033137055,50548864797,,,,,,,,,0,,,,0xB75767451fc277211a480Ff3712Eac6B0fa23b13,,0x0a0e3bfD5a8cE610E735D4469Bc1b3b130402267,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,ERP-2267,USDC-eB48,18,6,3,ERP,USDC
182,182,2023-05-03 18:01:15.451719,17181834,uniswap_v2 WBTC-C599/DAI-1d0F 0.003,WBTC-C599/DAI-1d0F,uniswap_v2,0.003,0.003,19064794,5391758135266746525624,,,,,,,,,0,,,,0x231B7589426Ffe1b75405526fC32aC09D44364c4,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x6B175474E89094C44Da98b954EedeAC495271d0F,WBTC-C599,DAI-1d0F,8,18,3,WBTC,DAI
183,183,2023-05-03 18:01:16.274167,17181834,uniswap_v2 WBTC-C599/USDT-1ec7 0.003,WBTC-C599/USDT-1ec7,uniswap_v2,0.003,0.003,14828941,4232755185,,,,,,,,,0,,,,0x0DE0Fa91b6DbaB8c8503aAA2D1DFa91a192cB149,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xdAC17F958D2ee523a2206206994597C13D831ec7,WBTC-C599,USDT-1ec7,8,6,3,WBTC,USDT
184,184,2023-05-03 18:01:18.05877,17181834,uniswap_v2 IOEN-893A/USDT-1ec7 0.003,IOEN-893A/USDT-1ec7,uniswap_v2,0.003,0.003,3590601710819928138145156,11536928549,,,,,,,,,0,,,,0xca96653bebE79A3BA8BF3C4e2198f20Fb5bD047F,,0x1e4E46b7BF03ECE908c88FF7cC4975560010893A,0xdAC17F958D2ee523a2206206994597C13D831ec7,IOEN-893A,USDT-1ec7,18,6,3,IOEN,USDT
185,185,2023-05-03 18:01:19.603551,17181834,uniswap_v2 VNDC-b5DE/USDT-1ec7 0.003,VNDC-b5DE/USDT-1ec7,uniswap_v2,0.003,0.003,2527501,179455739,,,,,,,,,0,,,,0x6d1977Cb5301c24CC28EE22cB5a101C2D9D18518,,0x1F3F677Ecc58F6A1F9e2CF410dF4776a8546b5DE,0xdAC17F958D2ee523a2206206994597C13D831ec7,VNDC-b5DE,USDT-1ec7,0,6,3,VNDC,USDT
186,186,2023-05-03 18:01:21.127893,17181834,uniswap_v2 BACON-38e7/USDC-eB48 0.003,BACON-38e7/USDC-eB48,uniswap_v2,0.003,0.003,3281675852999401541569593,1189195344,,,,,,,,,0,,,,0xC992A50169F6075d52013118355C633Bf92Ae853,,0x34f797e7190C131cF630524655A618b5BD8738e7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BACON-38e7,USDC-eB48,18,6,3,BACON,USDC
187,187,2023-05-03 18:01:22.694711,17181834,uniswap_v2 DTX-3F75/USDT-1ec7 0.003,DTX-3F75/USDT-1ec7,uniswap_v2,0.003,0.003,243001460960261173687869,2726372186,,,,,,,,,0,,,,0x2376BB615CD9aE6da137E82F75ff6E9676E64bA6,,0x765f0C16D1Ddc279295c1a7C24B0883F62d33F75,0xdAC17F958D2ee523a2206206994597C13D831ec7,DTX-3F75,USDT-1ec7,18,6,3,DTX,USDT
188,188,2023-05-03 18:01:24.226026,17181834,uniswap_v2 LINA-1937/USDT-1ec7 0.003,LINA-1937/USDT-1ec7,uniswap_v2,0.003,0.003,143607465888402375476165,1802221371,,,,,,,,,0,,,,0x19dFf439fD91C3946b98eb65E07368c5c8C3414D,,0x3E9BC21C9b189C09dF3eF1B824798658d5011937,0xdAC17F958D2ee523a2206206994597C13D831ec7,LINA-1937,USDT-1ec7,18,6,3,LINA,USDT
189,189,2023-05-03 18:01:25.772099,17181834,uniswap_v2 PINA-780D/USDC-eB48 0.003,PINA-780D/USDC-eB48,uniswap_v2,0.003,0.003,60627867182738428672055,5518985256,,,,,,,,,0,,,,0x58624E7a53700cb39772E0267ca0AC70f064078B,,0x02814F435dD04e254Be7ae69F61FCa19881a780D,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,PINA-780D,USDC-eB48,18,6,3,PINA,USDC
190,190,2023-05-03 18:01:27.266981,17181835,uniswap_v2 PEPEBET-0350/USDC-eB48 0.003,PEPEBET-0350/USDC-eB48,uniswap_v2,0.003,0.003,647071928425412402513567219,4566088034,,,,,,,,,0,,,,0xAa2a34b024e3BdfD9D8ED64374a276631216F33A,,0x33Cf519030235F75A13F29aFcFF5D6ff4Fd10350,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,PEPEBET-0350,USDC-eB48,18,6,3,PEPEBET,USDC
191,191,2023-05-03 18:01:28.789644,17181835,uniswap_v2 ARMOR-E46a/DAI-1d0F 0.003,ARMOR-E46a/DAI-1d0F,uniswap_v2,0.003,0.003,930851663655749071708582,4601009618766629354852,,,,,,,,,0,,,,0xfc0DD985f6dE9C2322EBd97c3422b0857c4d78c7,,0x1337DEF16F9B486fAEd0293eb623Dc8395dFE46a,0x6B175474E89094C44Da98b954EedeAC495271d0F,ARMOR-E46a,DAI-1d0F,18,18,3,ARMOR,DAI
192,192,2023-05-03 18:01:30.282155,17181835,uniswap_v2 MATIC-eBB0/SOTU-9162 0.003,MATIC-eBB0/SOTU-9162,uniswap_v2,0.003,0.003,5630327565730386160315,6682902549236578,,,,,,,,,0,,,,0xbF706E6852059638d547114659c66Bad04463278,,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,0xa91c82B6933105C23298E631A0C1Be751D239162,MATIC-eBB0,SOTU-9162,18,18,3,MATIC,SOTU
193,193,2023-05-03 18:01:31.783408,17181835,uniswap_v2 DAI-1d0F/HEZ-8dEE 0.003,DAI-1d0F/HEZ-8dEE,uniswap_v2,0.003,0.003,676195087141969708700039,137357663623106497101333,,,,,,,,,0,,,,0x9bD82673C50acB4A3b883d61e070a3C8D9b08E10,,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xEEF9f339514298C6A857EfCfC1A762aF84438dEE,DAI-1d0F,HEZ-8dEE,18,18,3,DAI,HEZ
194,194,2023-05-03 18:01:33.347508,17181835,uniswap_v2 LINK-86CA/STRONG-017c 0.003,LINK-86CA/STRONG-017c,uniswap_v2,0.003,0.003,188774030657661703336,159472866507769185647,,,,,,,,,0,,,,0x8616E439239Bf0C116F430f399502e706dC8B7fB,,0x514910771AF9Ca656af840dff83E8264EcF986CA,0x990f341946A3fdB507aE7e52d17851B87168017c,LINK-86CA,STRONG-017c,18,18,3,LINK,STRONG
195,195,2023-05-03 18:01:34.880605,17181835,uniswap_v2 PPAY-3Bb2/USDT-1ec7 0.003,PPAY-3Bb2/USDT-1ec7,uniswap_v2,0.003,0.003,96879751938894432865367,366410554,,,,,,,,,0,,,,0xe1ae2769D69E823567157aD40cf89466cD615ed1,,0x054D64b73d3D8A21Af3D764eFd76bCaA774f3Bb2,0xdAC17F958D2ee523a2206206994597C13D831ec7,PPAY-3Bb2,USDT-1ec7,18,6,3,PPAY,USDT
196,196,2023-05-03 18:01:36.398694,17181835,uniswap_v2 GST-1404/USDC-eB48 0.003,GST-1404/USDC-eB48,uniswap_v2,0.003,0.003,119975034531,26982299,,,,,,,,,0,,,,0xf6b6d608e8aad7a40597f280AA5206FCeB0b9364,,0x473037de59cf9484632f4A27B509CFE8d4a31404,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,GST-1404,USDC-eB48,8,6,3,GST,USDC
197,197,2023-05-03 18:01:37.918191,17181835,uniswap_v2 FNK-48Ad/USDT-1ec7 0.003,FNK-48Ad/USDT-1ec7,uniswap_v2,0.003,0.003,36132661020612943618164590,14867762178849,,,,,,,,,0,,,,0x61B62c5D56ccD158A38367eF2f539668a06356aB,,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,FNK-48Ad,USDT-1ec7,18,6,3,FNK,USDT
198,198,2023-05-03 18:01:39.513159,17181836,uniswap_v2 USDT-1ec7/ICE-7DF9 0.003,USDT-1ec7/ICE-7DF9,uniswap_v2,0.003,0.003,526027068,485181222475861801545,,,,,,,,,0,,,,0xf362DC4Bb0D5bFEf95d65434a7168B8aE056d8d6,,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf16e81dce15B08F326220742020379B855B87DF9,USDT-1ec7,ICE-7DF9,6,18,3,USDT,ICE
199,199,2023-05-03 18:01:41.016187,17181836,uniswap_v2 USDT-1ec7/REEF-5ACf 0.003,USDT-1ec7/REEF-5ACf,uniswap_v2,0.003,0.003,705398129,253629665703037999128350,,,,,,,,,0,,,,0xea02E0f8F470de1107Cb336F827c4192117574BB,,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xFE3E6a25e6b192A42a44ecDDCd13796471735ACf,USDT-1ec7,REEF-5ACf,6,18,3,USDT,REEF
200,200,2023-05-03 18:01:41.80148,17181836,uniswap_v2 WBTC-C599/HEX-eb39 0.003,WBTC-C599/HEX-eb39,uniswap_v2,0.003,0.003,5214770,2647886150721,,,,,,,,,0,,,,0x96DA3b8eDEa72329c791d9baf5521909791df560,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x2b591e99afE9f32eAA6214f7B7629768c40Eeb39,WBTC-C599,HEX-eb39,8,8,3,WBTC,HEX
201,201,2023-05-03 18:01:43.28341,17181836,uniswap_v2 USDT-1ec7/FRONT-793f 0.003,USDT-1ec7/FRONT-793f,uniswap_v2,0.003,0.003,1949954288,9217278896504706443732,,,,,,,,,0,,,,0x01388f9242964E2AAAdEF6379eB92276acb5520E,,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xf8C3527CC04340b208C854E985240c02F7B7793f,USDT-1ec7,FRONT-793f,6,18,3,USDT,FRONT
202,202,2023-05-03 18:01:44.784922,17181836,uniswap_v2 USDC-eB48/FMTA-9AB4 0.003,USDC-eB48/FMTA-9AB4,uniswap_v2,0.003,0.003,944262072,2689296638326150301092595,,,,,,,,,0,,,,0x650E8b9d20293a276f76bE24da4Ce25f2D0090Fb,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xAa9D866666C2A3748d6B23Ff69E63E52f08d9AB4,USDC-eB48,FMTA-9AB4,6,18,3,USDC,FMTA
203,203,2023-05-03 18:01:46.286015,17181836,uniswap_v2 USDT-1ec7/ZERO-a574 0.003,USDT-1ec7/ZERO-a574,uniswap_v2,0.003,0.003,316852156,257774258977914263574328,,,,,,,,,0,,,,0xCaE645Be1A8428e886CdBe8762825B8a7D4a740d,,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xF0939011a9bb95c3B791f0cb546377Ed2693a574,USDT-1ec7,ZERO-a574,6,18,3,USDT,ZERO
204,204,2023-05-03 18:01:47.774897,17181836,uniswap_v2 USDT-1ec7/SHROOM-f183 0.003,USDT-1ec7/SHROOM-f183,uniswap_v2,0.003,0.003,4802488180,94957543113704227669568,,,,,,,,,0,,,,0x20b2ef197302bE35C4C08f466a646e5dA75A86E3,,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xEd0439EACf4c4965AE4613D77a5C2Efe10e5f183,USDT-1ec7,SHROOM-f183,6,18,3,USDT,SHROOM
205,205,2023-05-03 18:01:49.291379,17181836,uniswap_v2 USDC-eB48/FLASH-F2F8 0.003,USDC-eB48/FLASH-F2F8,uniswap_v2,0.003,0.003,304054900,1603136556890401348131,,,,,,,,,0,,,,0x04da99b19EdF57D4AD64F682272Aa95cE9e9E29D,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xB1f1F47061A7Be15C69f378CB3f69423bD58F2F8,USDC-eB48,FLASH-F2F8,6,18,3,USDC,FLASH
206,206,2023-05-03 18:01:50.827988,17181837,uniswap_v2 NAO-53dc/USDT-1ec7 0.003,NAO-53dc/USDT-1ec7,uniswap_v2,0.003,0.003,402411602457794993440121856407,1472150742,,,,,,,,,0,,,,0x880715A29b569CB44295a9fA05C8Dd1b4fFf33B4,,0xd049206fB408a611E543791F2d8F102a8bC253dc,0xdAC17F958D2ee523a2206206994597C13D831ec7,NAO-53dc,USDT-1ec7,18,6,3,NAO,USDT
207,207,2023-05-03 18:01:52.343933,17181837,uniswap_v2 MPL-35e6/USDC-eB48 0.003,MPL-35e6/USDC-eB48,uniswap_v2,0.003,0.003,507717667669108041956,3321104702,,,,,,,,,0,,,,0x7b28470032DA06051f2E620531adBAeAdb285408,,0x33349B282065b0284d756F0577FB39c158F935e6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,MPL-35e6,USDC-eB48,18,6,3,MPL,USDC
