id,cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,tkn0_balance,tkn1_balance,z_0,y_0,A_0,B_0,z_1,y_1,A_1,B_1,sqrt_price_q96,tick,tick_spacing,liquidity,address,anchor
5750,4423670769972200025023869896612986748977,2023-06-02 02:49:01.754907,17390200,NaN,vBNT-7f94/BNT-FF1C,carbon_v1,0.002,0.002,,,500000000000000000000,330931459569076356138,17997914028924,429825315168743,637922021317959400000,637922021317959400000,17469282048517,218029579434898,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5751,2041694201525630780780247644590609268742,2023-06-02 02:49:07.404437,17390201,NaN,DAI-1d0F/USDT-1ec7,carbon_v1,0.002,0.002,,,20000000000000000000,20000000000000000000,0,5897266407715429,20000000,20000000,0,280770407,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5752,1701411834604692317316873037158841057385,2023-06-02 02:48:14.060869,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,7258351999799176013,7258351999799176013,2770458974145728,4414201427359729,16000054402,2364855230,162513266,12106696520,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5753,4423670769972200025023869896612986749014,2023-06-02 02:49:02.476907,17390200,NaN,BNT-FF1C/vBNT-7f94,carbon_v1,0.002,0.002,,,0,0,11083683461932,425114574273757,0,0,20667668420221,238839437719716,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5754,9527906273786276976974489008089509920820,2023-06-02 02:49:08.348014,17390201,NaN,WBTC-C599/USDT-1ec7,carbon_v1,0.002,0.002,,,6480,6480,653177189682,15734929547254,0,0,168240307215872,1551909440538593,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5755,1701411834604692317316873037158841057386,2023-06-02 02:48:14.773462,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,1440000000000000000,1189498982956626814,3907584346401332,4367445660319666,453214085,453214085,2305848309,9343951791,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5756,4423670769972200025023869896612986749015,2023-06-02 02:49:03.197541,17390200,NaN,BNT-FF1C/vBNT-7f94,carbon_v1,0.002,0.002,,,0,0,21479748795248,238743959227906,50079388865503803243167,50079388865503803243167,12162724739896,424999616594226,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5757,0xc53b765a9081b8d5bbcbb3e1171292025341224b49f74f6bdc6c78035b6f9e14,2023-06-02 02:49:09.007806,17390201,uniswap_v2 WETH-6Cc2/DEXT-C75a 0.003,WETH-6Cc2/DEXT-C75a,uniswap_v2,0.003,0.003,1161647828287712980262,4409574567370082718539910,,,,,,,,,0,,,,0xA29fE6ef9592b5d408cca961D0fb9b1fAF497D6D,NaN
5758,1701411834604692317316873037158841057394,2023-06-02 02:48:15.487502,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,100000000000000000,8,0,4422979815687076,382900000,382900000,0,11895440229,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5759,0x432f4ecc91751487fd67653fb474bd419c917f375dd1f8c6f25330fa7cace0d4,2023-06-02 02:49:09.670766,17390201,uniswap_v2 PAXG-Af78/USDC-eB48 0.003,PAXG-Af78/USDC-eB48,uniswap_v2,0.003,0.003,1039420343523245616937,2057743029611,,,,,,,,,0,,,,0x6D74443bb2d50785989a7212eBfd3a8dbABD1F60,NaN
5760,12930729942995661611608235082407192035408,2023-06-02 02:49:11.22435,17390201,NaN,stETH-fE84/WETH-6Cc2,carbon_v1,0.002,0.002,,,0,0,11537531850305,267164224749167,1000000000000000000,1000000000000000000,4298139552137,274347871120865,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5761,0x60bb5840d9458b4c49b4686348812be32111f6f5a9aacf7f7ade0c70b8894be0,2023-06-02 02:49:12.788495,17390201,uniswap_v2 stETH-fE84/WETH-6Cc2 0.003,stETH-fE84/WETH-6Cc2,uniswap_v2,0.003,0.003,1124963952537951814889,1121995262415253102624,,,,,,,,,0,,,,0x4028DAAC072e492d34a3Afdbef0ba7e35D8b55C4,NaN
5762,0x49ed97db2c080b7eac91dfaa7d51d5e8ac34c4dcfbcd3e8f2ed326a2a527b959,2023-06-02 02:49:10.640254,17390201,uniswap_v3 WBTC-C599/USDC-eB48 3000,WBTC-C599/USDC-eB48,uniswap_v3,3000,0.003,,,,,,,,,,,1300091428524321514558189231945,55959,60,10082572287439,0x99ac8cA7087fA4A2A1FB6357269965A2014ABc35,NaN
5763,0x36445535fc762f6c53277a667500a41e31b51bec800e76aab33dafab75da4eaa,2023-06-02 02:49:18.457809,17390202,uniswap_v3 WBTC-C599/WETH-6Cc2 3000,WBTC-C599/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,30079434882065716957820807362349875,256953,60,1824561956377230629,0xCBCdF9626bC03E24f779434178A73a0B4bad62eD,NaN
5764,0xae74d344dcbd233af25d4c0659168d3c47dd7f5ad39b7cc07efada00d3b9424f,2023-06-02 02:49:11.650674,17390201,uniswap_v3 WBTC-C599/USDT-1ec7 3000,WBTC-C599/USDT-1ec7,uniswap_v3,3000,0.003,,,,,,,,,,,1300041752012846493622977313647,55959,60,4027065454289,0x9Db9e0e53058C89e5B94e29621a205198648425B,NaN
5765,2722258935367507707706996859454145691656,2023-06-02 02:48:23.937784,17390197,NaN,ETH-EEeE/USDT-1ec7,carbon_v1,0.002,0.002,,,1000000000000000,1000000000000000,0,4405262671506063,5000000,3109001,0,12240116637,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5766,0x1f340449297845d0b9fe0f707ce0c06943e0b7332fc02e2206c892f4b33ba77f,2023-06-02 02:49:22.193261,17390202,uniswap_v3 PEPE-1933/USDC-eB48 10000,PEPE-1933/USDC-eB48,uniswap_v3,10000,0.01,,,,,,,,,,,88661893849410351284,-412236,200,46704128438880309436,0xcEE31C846CbF003F4cEB5Bbd234cBA03C6e940C7,NaN
5767,0x98b46782c34d7d66f1c673b2fd7cb7350b1f9eef53dae7b00ca5fe8a194fbbf5,2023-06-02 02:49:12.621718,17390201,uniswap_v3 MATIC-eBB0/WETH-6Cc2 3000,MATIC-eBB0/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,1730619430489104663521001419,-76481,60,566888887344764472797747,0x290A6a7460B308ee3F19023D2D00dE604bcf5B42,NaN
5768,2722258935367507707706996859454145691665,2023-06-02 02:48:24.651592,17390197,NaN,ETH-EEeE/USDT-1ec7,carbon_v1,0.002,0.002,,,0,0,0,0,0,0,0,0,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5769,0x3cdc45b7524f917a9370aa880e15aeb8dcbe607d8400f4943a2a3a9637e9ff2c,2023-06-02 02:49:14.686381,17390202,uniswap_v3 CRETH2-dB64/WETH-6Cc2 10000,CRETH2-dB64/WETH-6Cc2,uniswap_v3,10000,0.01,,,,,,,,,,,78597389767855301735447597000,-160,200,30616657246548900483662,0x12026AC556Cd535149E47c0aD9846FB7970EC455,NaN
5770,0x2000b5d4b9f17c8711f8086b02fc3d2d09673215f426d48297df55282b935fd4,2023-06-02 02:49:13.638275,17390202,uniswap_v3 WETH-6Cc2/CRV-cd52 3000,WETH-6Cc2/CRV-cd52,uniswap_v3,3000,0.003,,,,,,,,,,,3783351014919527369241713364565,77324,60,52599234483625331205874,0x919Fa96e88d67499339577Fa202345436bcDaf79,NaN
5771,2722258935367507707706996859454145691723,2023-06-02 02:48:25.364917,17390197,NaN,ETH-EEeE/USDT-1ec7,carbon_v1,0.002,0.002,,,0,0,0,0,5000000,5000000,0,11258999068,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5772,0x9eb1a3702b52b36fab74ed0b019705c3c40351d74a78e1263393bc3319932a78,2023-06-02 02:49:15.638135,17390202,uniswap_v3 CVX-9D2B/WETH-6Cc2 10000,CVX-9D2B/WETH-6Cc2,uniswap_v3,10000,0.01,,,,,,,,,,,3779383952350679483765493683,-60859,200,4950124694193648616992,0x2E4784446A0a06dF3D1A040b03e1680Ee266c35a,NaN
5773,0x7ee98a555a20991064e9aab73bf61e084f9fb9bddaa8db106ea7664c4776f38e,2023-06-02 02:49:14.625588,17390202,uniswap_v3 Silo-B1f8/USDC-eB48 10000,Silo-B1f8/USDC-eB48,uniswap_v3,10000,0.01,,,,,,,,,,,23808484030410633762539,-300372,200,37866559332840188,0xe3496358c6E16C0bD015c0D2f817029e7BFDD55E,NaN
5774,3062541302288446171170371466885913903199,2023-06-02 02:48:20.862812,17390197,NaN,rETH-6393/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,18051676019,6579823544491,0,0,0,1875960767845615,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5775,0x38a4847880387ca4a93a5d202263135d162f37adf6e46b505f1f2117f4909a83,2023-06-02 02:49:16.560178,17390202,uniswap_v3 USDC-eB48/WETH-6Cc2 3000,USDC-eB48/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,1830276710786928335112713161238204,200962,60,7019225740307825102,0x8ad599c3A0ff1De082011EFDDc58f1908eb6e6D8,NaN
5776,3062541302288446171170371466885913903200,2023-06-02 02:48:21.603339,17390197,NaN,rETH-6393/ETH-EEeE,carbon_v1,0.002,0.002,,,932230718199658702,932230718199658702,0,271478574278595,1131176171505165563,1131176171505165563,0,427190959203390,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5777,0x2485d750a859b8bb52fa93c2c58b2b69699c6cf6211e7741dcdb8282d32c192e,2023-06-02 02:49:15.602632,17390202,uniswap_v3 DAI-1d0F/USDT-1ec7 500,DAI-1d0F/USDT-1ec7,uniswap_v3,500,0.0005,,,,,,,,,,,79226650365417204790281,-276325,10,320436314563590310956,0x6f48ECa74B38d2936B02ab603FF4e36A6C0E3A77,NaN
5778,3062541302288446171170371466885913903202,2023-06-02 02:48:22.316664,17390197,NaN,ETH-EEeE/rETH-6393,carbon_v1,0.002,0.002,,,545000000000000000,278992587561356110,463720087586,426565170891406,249682789716315738,249682789716315738,539232017125,271546774703780,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5779,0xae2b487dff467a33b88e5a4e6874f91ee212886979f673dd18d3e0396862112f,2023-06-02 02:49:19.375803,17390202,uniswap_v3 DAI-1d0F/WETH-6Cc2 3000,DAI-1d0F/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,1830159003960849587938303978,-75363,60,1111017084854822793910975,0xC2e9F25Be6257c210d7Adf0D4Cd6E3E881ba25f8,NaN
5780,0xb5d434551b25c389254765c6c86093134e4e5a288b5b24fbd07ebca73a9dd559,2023-06-02 02:49:16.571249,17390202,uniswap_v3 SMT-7173/WETH-6Cc2 3000,SMT-7173/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,461044130827891094971754047,-102938,60,4400035213937329721958,0x1BEcf1Ac50F31C3441181563F9D350dDF72a2Bfa,NaN
5781,3062541302288446171170371466885913903213,2023-06-02 02:48:23.029878,17390197,NaN,rETH-6393/ETH-EEeE,carbon_v1,0.002,0.002,,,1350317210283684262,1350317210283684262,1694354128728,265185110678552,720000000000000000,1,0,429560778346053,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5782,0xed6c4db556d46b62720e856ae2deae55bae90786d2c5e859dd5fb7b61bc3f2c4,2023-06-02 02:49:20.322798,17390202,uniswap_v3 USDC-eB48/WETH-6Cc2 500,USDC-eB48/WETH-6Cc2,uniswap_v3,500,0.0005,,,,,,,,,,,1828099312357316808757856481392595,200939,10,28692699491202482016,0x88e6A0c2dDD26FEEb64F039a2c41296FcB3f5640,NaN
5783,0xa00c086bd39848389cc244a239012092df251285163ed7d97e4261d87d733cc6,2023-06-02 02:49:17.556321,17390202,uniswap_v3 PEPE-1933/WETH-6Cc2 3000,PEPE-1933/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,2050383813477931765253261,-211252,60,519945081937206278691396523,0x11950d141EcB863F01007AdD7D1A342041227b58,NaN
5784,0x6cf2372558ad5cccfef74cfcd6dcdaaee04b20a99953a7d8a84dbaf139314c9f,2023-06-02 02:49:13.739658,17390202,uniswap_v3 HEX-eb39/USDC-eB48 3000,HEX-eb39/USDC-eB48,uniswap_v3,3000,0.003,,,,,,,,,,,895140299348568725571211915,-89667,60,52376700496490,0x69D91B94f0AaF8e8A2586909fA77A5c2c89818d5,NaN
5785,0x51ce5830c42864b4ee02d65d8a363755d5376f60e11d70fd1cc874136e83e219,2023-06-02 02:49:18.5057,17390202,uniswap_v3 DAI-1d0F/USDT-1ec7 100,DAI-1d0F/USDT-1ec7,uniswap_v3,100,0.0001,,,,,,,,,,,79217658774904820046293,-276327,1,1608001693336111379862,0x48DA0965ab2d2cbf1C17C09cFB5Cbe67Ad5B1406,NaN
5786,0x8b5e32dd87ab7b93fa87a63def90e0102ea51f352310696e54c8a2da37bd8401,2023-06-02 02:49:21.258815,17390202,uniswap_v3 ARB-4ad1/WETH-6Cc2 10000,ARB-4ad1/WETH-6Cc2,uniswap_v3,10000,0.01,,,,,,,,,,,1975210182773963608432304709,-73837,200,74684465401155159545478,0x755E5A186F0469583bd2e80d1216E02aB88Ec6ca,NaN
5787,0xbfe06620cb3d18afae16fad51a3d598620c5479e1fc7d3ff80881eaad4529d75,2023-06-02 02:49:19.4855,17390202,uniswap_v3 XCHF-fc08/WETH-6Cc2 3000,XCHF-fc08/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,1924120561689598028377650233,-74361,60,35280622238283985022846,0x4858411a69af3351ED7d448A0d65C6146C11C218,NaN
5788,0x2f7a9821444c1a975631ac55a1aee5360da436100cc9af2e5010397eb78a6b7c,2023-06-02 02:49:20.434856,17390202,uniswap_v3 LINK-86CA/USDC-eB48 3000,LINK-86CA/USDC-eB48,uniswap_v3,3000,0.003,,,,,,,,,,,200335376691910315973273,-257770,60,261838755903402208,0xFAD57d2039C21811C8F2B5D5B65308aa99D31559,NaN
5789,5104235503814076951950619111476523171868,2023-06-02 02:48:59.163345,17390200,NaN,vBNT-7f94/USDC-eB48,carbon_v1,0.002,0.002,,,0,0,0,0,0,0,32103238,132023466,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5790,5104235503814076951950619111476523171896,2023-06-02 02:48:59.873779,17390200,NaN,vBNT-7f94/USDC-eB48,carbon_v1,0.002,0.002,,,5000000000000000000000,5000000000000000000000,4673439466939040,6120587385862792,0,0,4827778,161695063,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5791,9187623906865338513511114400657741709362,2023-06-02 02:49:26.735745,17390203,NaN,ETH-EEeE/WBTC-C599,carbon_v1,0.002,0.002,,,0,0,4431814251932800,5537837088750967,0,0,55242720,689470068,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5792,9187623906865338513511114400657741709391,2023-06-02 02:45:59.508207,17390186,NaN,WBTC-C599/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,27993069,701206927,0,0,4197273666249056,5546543421420288,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5793,9187623906865338513511114400657741709420,2023-06-02 02:46:00.222265,17390186,NaN,WBTC-C599/ETH-EEeE,carbon_v1,0.002,0.002,,,6057483,6057483,23921555,704789537,1000000000000000000,1000000000000000000,4656185002513928,5533808269232441,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5794,8166776806102523123120990578362437074987,2023-06-02 02:49:25.627064,17390203,NaN,HRP-12Bf/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,0,0,0,0,824421119442,1990328647664,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5795,6805647338418769269267492148635364229154,2023-06-02 02:49:18.240574,17390202,NaN,LBR-aCcA/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,0,0,500000000000000000,500000000000000000,824421119442,1990328647664,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5796,6125082604576892342340742933771827806240,2023-06-02 02:49:16.420488,17390202,NaN,MATIC-eBB0/ARB-4ad1,carbon_v1,0.002,0.002,,,202580033361367509166,202580033361367509166,54951968265652,422212465065984,100000000000000000000,12760538178735827538,74029518581747,219838984563023,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5797,5784800237655953878877368326340059594782,2023-06-02 02:49:15.517145,17390202,NaN,RPL-A51f/XCHF-fc08,carbon_v1,0.002,0.002,,,17915505804080494069,17915505804080494069,0,0,2000000000000000000000,1243936280931989528054,201865352080192,1052578482527761,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5798,7145929705339707732730866756067132440612,2023-06-02 02:49:19.157513,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,0,4944431896972025,0,0,0,2686575069,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5799,7145929705339707732730866756067132440620,2023-06-02 02:49:19.868955,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,7144674823524943676279644,7144674823524943676279644,0,3313534809917929,2500000000000000000,0,0,166522841916,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5800,7145929705339707732730866756067132440621,2023-06-02 02:49:20.581326,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,1315789473685020981743419,1315789473685020981743419,0,3301106638963764,500000000000000000,0,0,173512828792,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5801,7145929705339707732730866756067132440694,2023-06-02 02:49:21.293872,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,1165907528222,2814749767106,0,0,0,19903286476643,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5802,7145929705339707732730866756067132440695,2023-06-02 02:49:22.005631,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,1165907528222,2814749767106,0,0,0,19903286476643,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5803,0xdc3880868384393a25bd1da8a45e94660d3a163f1d40521370e906226dcae69f,2023-06-02 02:46:16.502991,17390188,uniswap_v2 WETH-6Cc2/LBR-aCcA 0.003,WETH-6Cc2/LBR-aCcA,uniswap_v2,0.003,0.003,884871148224010119,677461914000408232152,,,,,,,,,0,,,,0x3FC4292322d7abD610bF2F3A1fA341631Af5Bdb5,NaN
5804,0x6f90cc2e5157ff1b1219defe90690598ceaa9be99eb664d0b47460911e6440c8,2023-06-02 02:46:37.542557,17390189,uniswap_v3 MDT-7d26/WETH-6Cc2 3000,MDT-7d26/WETH-6Cc2,uniswap_v3,3000,0.003,,,,,,,,,,,396371500467564323966932561,-105961,60,518841832919869571904598,0x8FEC7A391cd9838935F4d4fD516ba6a3B3D2cdA7,NaN
5805,0x667ce5794ed59767a112057725d38bc60729f8449757d23b1f6c21098736cbe1,2023-06-02 02:46:36.594339,17390189,uniswap_v3 TURBO-20D3/WETH-6Cc2 10000,TURBO-20D3/WETH-6Cc2,uniswap_v3,10000,0.01,,,,,,,,,,,25299811404703296320347197,-160994,200,1514937562593203230994313,0x7baecE5d47f1BC5E1953FBE0E9931D54DAB6D810,NaN
5806,0x06b295766e941eb449be6a47d11466a50debbacc20638269523dac448fd210d4,2023-06-02 02:46:49.612681,17390190,uniswap_v3 WETH-6Cc2/LHINU-038d 3000,WETH-6Cc2/LHINU-038d,uniswap_v3,3000,0.003,,,,,,,,,,,377341225146699370738006871549454,169379,60,1191250861769595405823398,0xc5BBA4469eD5B55eE21228C9E7261816081C4Bfb,NaN
5807,17014118346046923173168730371588410572915,2023-06-02 02:49:11.991407,17390201,NaN,PEPE-1933/TURBO-20D3,carbon_v1,0.002,0.002,,,0,0,0,1653233157729138,1705327137828901157474951,1705327137828901157474951,0,10050667003024,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5808,12590447576074723148144860474975423823949,2023-06-02 02:49:00.956551,17390200,NaN,BAM-4AaB/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,0,5232231541229414,0,0,46278427,1688849860,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5809,13271012309916600075071609689838960246866,2023-06-02 02:49:02.74794,17390200,NaN,ETH2x_FLI-65BD/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,432658899008464,1326904242110598,0,0,2200673839436,20140709820486,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5810,13951577043758477001998358904702496669784,2023-06-02 02:49:03.839072,17390200,NaN,DEXT-C75a/USDC-eB48,carbon_v1,0.002,0.002,,,414166668318922808899,414166668318922808899,0,6079405896095884,250000000,1500000,0,218029579,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5811,14291859410679415465461733512134264881242,2023-06-02 02:49:04.752926,17390201,NaN,HEX-eb39/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,32054444142,93824992236,4096143498750000,4096143498750000,2174000500145156,2497658087861106,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5812,14632141777600353928925108119566033092712,2023-06-02 02:49:05.662693,17390201,NaN,ETH-EEeE/CRETH2-dB64,carbon_v1,0.002,0.002,,,0,0,2732534316972,277345535623620,0,0,0,422212465065984,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5813,14972424144521292392388482726997801304161,2023-06-02 02:49:08.168682,17390201,NaN,UNIBOT-5040/WETH-6Cc2,carbon_v1,0.002,0.002,,,0,0,0,1594908216899813,0,0,0,11537040912814,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5814,15652988878363169319315231941861337727077,2023-06-02 02:49:09.080701,17390201,NaN,WBTC-C599/rETH-6393,carbon_v1,0.002,0.002,,,2262429,2262429,0,0,322238214344994468,991147447490306,3841541776056576,5548903258865350,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5815,15993271245284107782778606549293105938535,2023-06-02 02:49:09.983099,17390201,NaN,LHINU-038d/USDT-1ec7,carbon_v1,0.002,0.002,,,0,0,0,0,5000000000,5000000000,0,267030,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5816,16673835979125984709705355764156642361457,2023-06-02 02:49:11.083841,17390201,NaN,CVX-9D2B/CRV-cd52,carbon_v1,0.002,0.002,,,4425175212478831304443,4425175212478831304443,0,110403569141208,963643902731062313847,963643902731062313847,0,703687441776640,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5817,1701411834604692317316873037158841057401,2023-06-02 02:48:16.201017,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,101598000200817600,101598000200817600,2446874816754432,4409083376785888,2985037,0,52100553,12139373224,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5818,9187623906865338513511114400657741709434,2023-06-02 02:46:00.93504,17390186,NaN,ETH-EEeE/WBTC-C599,carbon_v1,0.002,0.002,,,100000000000000000,100000000000000000,0,5550942688830526,0,0,0,717623199,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5819,1701411834604692317316873037158841057403,2023-06-02 02:48:16.912609,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,0,0,0,4416648363926356,10000000000,10000000000,0,12106696520,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5820,4083388403051261561560495289181218537596,2023-06-02 02:49:05.744375,17390201,NaN,WBTC-C599/USDC-eB48,carbon_v1,0.002,0.002,,,0,0,0,16673138657182,10000000000,10000000000,0,1551238742919704,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5821,1701411834604692317316873037158841057405,2023-06-02 02:48:17.625059,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,300000000000000000,246476989711421329,2233768169719040,4418162189973687,101788551,101788551,93246048,11848725837,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5822,14632141777600353928925108119566033092734,2023-06-02 02:49:06.373517,17390201,NaN,CRETH2-dB64/ETH-EEeE,carbon_v1,0.002,0.002,,,6000000000000000000,6000000000000000000,0,422212465065984,300000000000000000,300000000000000000,0,278646010673002,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5823,9187623906865338513511114400657741709439,2023-06-02 02:46:01.649453,17390186,NaN,WBTC-C599/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,0,721968081,530000000000000000,530000000000000000,0,5553022091250847,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5824,7145929705339707732730866756067132440704,2023-06-02 02:49:22.716768,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,1165907528222,2814749767106,0,0,0,19903286476643,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5825,1701411834604692317316873037158841057409,2023-06-02 02:48:18.336775,17390195,NaN,ETH-EEeE/USDC-eB48,carbon_v1,0.002,0.002,,,1050000000006387,6391,0,4424591350658243,1890000,1890000,0,12587943637,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5826,4763953136893138488487244504044754960514,2023-06-02 02:48:58.269092,17390200,NaN,LINK-86CA/USDT-1ec7,carbon_v1,0.002,0.002,,,1106044157135323158232,1106044157135323158232,3912697341096896,5542768105517915,108565,108565,16251968,723122308,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5827,7145929705339707732730866756067132440707,2023-06-02 02:49:23.429328,17390202,NaN,PEPE-1933/ETH-EEeE,carbon_v1,0.002,0.002,,,0,0,1165907528222,2814749767106,0,0,0,19903286476643,0,,,,0xC537e898CD774e2dCBa3B14Ea6f34C93d5eA45e1,NaN
5828,0x221a61aaf35ba8ca83dc227742b7e1ab7ea9ca75a4db843b27da6c367d694311,2023-06-02 02:47:48.832918,17390194,bancor_v3 BNT-FF1C/LINK-86CA 0.000,BNT-FF1C/LINK-86CA,bancor_v3,0.000,0.0,14897893169439798924603886,954268613052245748472436,,,,,,,,,0,,,,0x514910771AF9Ca656af840dff83E8264EcF986CA,NaN
5829,0x3885d978c125e66686e3f678ab64d5b09e61f89bf6e87c9ff66e740fd06aeefa,2023-06-02 02:47:48.189713,17390194,bancor_v3 BNT-FF1C/WBTC-C599 0.000,BNT-FF1C/WBTC-C599,bancor_v3,0.000,0.0,5922308675472994975701328,8987585179,,,,,,,,,0,,,,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,NaN
