id,name,tkn0_address,tkn1_address,tkn0_key,tkn1_key
136,WOJAK-9aaB/PEPE-1933,0x5026F006B85729a8b14553FAE6af249aD16c9aaB,0x6982508145454Ce325dDbE47a25d4ec3d2311933,WOJAK-9aaB,PEPE-1933
137,CIV-361d/0NE-f4C2,0x37fE0f067FA808fFBDd12891C0858532CFE7361d,0x73A83269b9bbAFC427E76Be0A2C1a1db2a26f4C2,CIV-361d,0NE-f4C2
138,AKITA-23E6/carbon-3286,0x3301Ee63Fb29F863f2333Bd4466acb46CD8323E6,0xE64B18eA9F6Cef68888Ce13274B94f34597D3286,AKITA-23E6,carbon-3286
139,OGER-8a62/LUNA-1ea9,0x4050066080C0585875DB7e571cDd5039584E8a62,0xd2877702675e6cEb975b4A1dFf9fb7BAF4C91ea9,OGER-8a62,LUNA-1ea9
140,ASCX-3877/WETH-6Cc2,0x8e617863E033ec82240D7E021D32455e30c33877,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ASCX-3877,WETH-6Cc2
141,WETH-6Cc2/WTON-bff2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc4A11aaf6ea915Ed7Ac194161d2fC9384F15bff2,WETH-6Cc2,WTON-bff2
142,GROGU-7654/WETH-6Cc2,0xa01eC64F828762DDE7Fad11fF11AcA36C30b7654,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,GROGU-7654,WETH-6Cc2
143,sUSD-5f51/FRAX-b99e,0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,0x853d955aCEf822Db058eb8505911ED77F175b99e,sUSD-5f51,FRAX-b99e
144,SPAY-846A/WETH-6Cc2,0x790340c6a7e724ebB0173De9bfE4b620431E846A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,SPAY-846A,WETH-6Cc2
145,WETH-6Cc2/FXM-4099,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF62E8Ab5196cFb23c0CA657E82A398E2aF9d4099,WETH-6Cc2,FXM-4099
146,UKAN-30Ca/WETH-6Cc2,0x49bc8340ACD3521150d7cCD8a4a3510D2F5130Ca,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UKAN-30Ca,WETH-6Cc2
147,GILD-259c/WETH-6Cc2,0x4f392A6fA322ab7Dc196689cef9F8547B847259c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,GILD-259c,WETH-6Cc2
148,WETH-6Cc2/testv3-821e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd4855a4773dA462848cB73d712DbcB5AD866821e,WETH-6Cc2,testv3-821e
149,CBBGSBF-cfB9/CBBG-53D2,0xcd6B681AE0EF3Ab833152c4463b09fe83c24cfB9,0xE19B19955A32Abfb8F903dfBc899AfD0719753D2,CBBGSBF-cfB9,CBBG-53D2
150,UETH-80b3/ULCK-E629,0x395C8dB957d743a62Ac3aAAa4574553bcf2380b3,0x598A754c5D678119E67574Ff811DA61d83c0E629,UETH-80b3,ULCK-E629
151,WISE-5bd6/WETH-6Cc2,0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WISE-5bd6,WETH-6Cc2
152,USDC-eB48/WETH-6Cc2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC-eB48,WETH-6Cc2
153,WETH-6Cc2/USDT-1ec7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdAC17F958D2ee523a2206206994597C13D831ec7,WETH-6Cc2,USDT-1ec7
154,DELTA-20EF/WETH-6Cc2,0x9EA3b5b4EC044b70375236A281986106457b20EF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DELTA-20EF,WETH-6Cc2
155,FNK-48Ad/USDT-1ec7,0xB5FE099475d3030DDe498c3BB6F3854F762A48Ad,0xdAC17F958D2ee523a2206206994597C13D831ec7,FNK-48Ad,USDT-1ec7
156,RK:ETH-AA96/ROOT-570E,0x1df2099f6AbBf0b05C12a61835137D84F10DAA96,0xCb5f72d37685C3D5aD0bB5F982443BC8FcdF570E,RK:ETH-AA96,ROOT-570E
157,DAI-1d0F/USDC-eB48,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,DAI-1d0F,USDC-eB48
158,ETH2POS-1Df9/DC-802C,0x0698DDA3c390FF92722f9EeD766D8b1727621Df9,0xb4056171AA3ba32dA1F527431383619b3802802C,ETH2POS-1Df9,DC-802C
159,M2-D15C/wPE-881b,0x965d79F1A1016B574a62986e13Ca8Ab04DfdD15C,0xd075e95423C5c4BA1E122CaE0f4CdFA19b82881b,M2-D15C,wPE-881b
160,DAI-1d0F/WETH-6Cc2,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DAI-1d0F,WETH-6Cc2
161,FXS-64D0/FRAX-b99e,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x853d955aCEf822Db058eb8505911ED77F175b99e,FXS-64D0,FRAX-b99e
162,DBL-8d29/BLUE-0606,0x292E57D8C8a5744E5b013c0f327C162DD1c18d29,0xBD9D26E318d329962694B6e09de628f6104A0606,DBL-8d29,BLUE-0606
163,HANU-BCC0/MIA-Ce0B,0x72E5390EDb7727E3d4e3436451DADafF675dBCC0,0x8D52061af43C52204c717d0610ea8f52F955Ce0B,HANU-BCC0,MIA-Ce0B
164,HANU-BCC0/GOJ-679A,0x72E5390EDb7727E3d4e3436451DADafF675dBCC0,0xEC4A1c7A4e9Fdc7cc621b548a931c92BC08a679A,HANU-BCC0,GOJ-679A
165,XXi-6df2/WETH-6Cc2,0x11E003e9eCC5a2320E8b11098ACd550b928b6df2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,XXi-6df2,WETH-6Cc2
166,WETH-6Cc2/CAW-e452,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf3b9569F82B18aEf890De263B84189bd33EBe452,WETH-6Cc2,CAW-e452
167,MC-E5d6/WETH-6Cc2,0x949D48EcA67b17269629c7194F4b727d4Ef9E5d6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,MC-E5d6,WETH-6Cc2
168,ELON-60F3/WETH-6Cc2,0x761D38e5ddf6ccf6Cf7c55759d5210750B5D60F3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ELON-60F3,WETH-6Cc2
169,BHNY-0844/wPE-881b,0xCc802c45B55581713cEcd1Eb17BE9Ab7fcCb0844,0xd075e95423C5c4BA1E122CaE0f4CdFA19b82881b,BHNY-0844,wPE-881b
170,UNI-F984/WETH-6Cc2,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UNI-F984,WETH-6Cc2
171,vUSD-937A/VOW-46Fb,0x0fc6C0465C9739d4a42dAca22eB3b2CB0Eb9937A,0x1BBf25e71EC48B84d773809B4bA55B6F4bE946Fb,vUSD-937A,VOW-46Fb
172,WBTC-C599/WETH-6Cc2,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WBTC-C599,WETH-6Cc2
173,FEI-87CA/TRIBE-212B,0x956F47F50A910163D8BF957Cf5846D573E7f87CA,0xc7283b66Eb1EB5FB86327f08e1B5816b0720212B,FEI-87CA,TRIBE-212B
174,PAXG-Af78/WETH-6Cc2,0x45804880De22913dAFE09f4980848ECE6EcbAf78,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,PAXG-Af78,WETH-6Cc2
175,BigSB-b6F6/USDC-eB48,0x131157c6760f78f7dDF877C0019Eba175BA4b6F6,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BigSB-b6F6,USDC-eB48
176,WETH-6Cc2/SUPER-0A55,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe53EC727dbDEB9E2d5456c3be40cFF031AB40A55,WETH-6Cc2,SUPER-0A55
177,WAXE-4DFD/WETH-6Cc2,0x7a2Bc711E19ba6aff6cE8246C546E8c4B4944DFD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WAXE-4DFD,WETH-6Cc2
178,WETH-6Cc2/FLOKI-6a2E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcf0C122c6b73ff809C693DB761e7BaeBe62b6a2E,WETH-6Cc2,FLOKI-6a2E
179,UETH-80b3/DAPE-7A06,0x395C8dB957d743a62Ac3aAAa4574553bcf2380b3,0xB638AB512Dd766cA5e9eB9690fc4D66b663F7A06,UETH-80b3,DAPE-7A06
180,ULS-03ae/UETH-80b3,0x1cD7605aA2cAAC4403ff421411c097798ddB03ae,0x395C8dB957d743a62Ac3aAAa4574553bcf2380b3,ULS-03ae,UETH-80b3
181,WETH-6Cc2/BTT-7957,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC669928185DbCE49d2230CC9B0979BE6DC797957,WETH-6Cc2,BTT-7957
182,DG-dEDE/USDC-eB48,0x53C8395465A84955c95159814461466053DedEDE,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,DG-dEDE,USDC-eB48
183,WOO-5D4B/WETH-6Cc2,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WOO-5D4B,WETH-6Cc2
184,UFO-DC3B/WETH-6Cc2,0x249e38Ea4102D0cf8264d3701f1a0E39C4f2DC3B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UFO-DC3B,WETH-6Cc2
185,eXRD-9414/USDC-eB48,0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,eXRD-9414,USDC-eB48
186,WETH-6Cc2/FOX-e52d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc770EEfAd204B5180dF6a14Ee197D99d808ee52d,WETH-6Cc2,FOX-e52d
187,WETH-6Cc2/SAITAMA-27B2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCE3f08e664693ca792caCE4af1364D5e220827B2,WETH-6Cc2,SAITAMA-27B2
188,PAXG-Af78/USDC-eB48,0x45804880De22913dAFE09f4980848ECE6EcbAf78,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,PAXG-Af78,USDC-eB48
189,stETH-fE84/WETH-6Cc2,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,stETH-fE84,WETH-6Cc2
190,RAD-64A3/USDC-eB48,0x31c8EAcBFFdD875c74b94b077895Bd78CF1E64A3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,RAD-64A3,USDC-eB48
191,DAI-1d0F/O-c40f,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xb53ecF1345caBeE6eA1a65100Ebb153cEbcac40f,DAI-1d0F,O-c40f
192,ERN-3505/WETH-6Cc2,0xBBc2AE13b23d715c30720F079fcd9B4a74093505,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ERN-3505,WETH-6Cc2
193,ASTO-4689/USDC-eB48,0x823556202e86763853b40e9cDE725f412e294689,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,ASTO-4689,USDC-eB48
194,scUSD-8858/USDC-eB48,0x20D5BFBa0f5c726AAd09956FD7398Acdac048858,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,scUSD-8858,USDC-eB48
195,VOLT-58Ac/WETH-6Cc2,0x7db5af2B9624e1b3B4Bb69D6DeBd9aD1016A58Ac,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,VOLT-58Ac,WETH-6Cc2
196,WETH-6Cc2/DEXT-C75a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfB7B4564402E5500dB5bB6d63Ae671302777C75a,WETH-6Cc2,DEXT-C75a
197,WETH-6Cc2/CULT-5A13,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf0f9D895aCa5c8678f706FB8216fa22957685A13,WETH-6Cc2,CULT-5A13
198,ShibDoge-928F/WETH-6Cc2,0x6ADb2E268de2aA1aBF6578E4a8119b960E02928F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ShibDoge-928F,WETH-6Cc2
199,ILV-ca0E/WETH-6Cc2,0x767FE9EDC9E0dF98E07454847909b5E959D7ca0E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ILV-ca0E,WETH-6Cc2
200,UwU-5257/WETH-6Cc2,0x55C08ca52497e2f1534B59E2917BF524D4765257,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UwU-5257,WETH-6Cc2
201,SUSHI-0fE2/WETH-6Cc2,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,SUSHI-0fE2,WETH-6Cc2
202,SYN-9F29/WETH-6Cc2,0x0f2D719407FdBeFF09D87557AbB7232601FD9F29,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,SYN-9F29,WETH-6Cc2
203,PUNK-232A/WETH-6Cc2,0x269616D549D7e8Eaa82DFb17028d0B212D11232A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,PUNK-232A,WETH-6Cc2
204,MULTI-2df4/WETH-6Cc2,0x65Ef703f5594D2573eb71Aaf55BC0CB548492df4,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,MULTI-2df4,WETH-6Cc2
205,TOKE-8C94/WETH-6Cc2,0x2e9d63788249371f1DFC918a52f8d799F4a38C94,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,TOKE-8C94,WETH-6Cc2
206,LON-c952/USDT-1ec7,0x0000000000095413afC295d19EDeb1Ad7B71c952,0xdAC17F958D2ee523a2206206994597C13D831ec7,LON-c952,USDT-1ec7
207,WETH-6Cc2/ALCX-c8DF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF,WETH-6Cc2,ALCX-c8DF
208,YFI-d93e/WETH-6Cc2,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,YFI-d93e,WETH-6Cc2
209,WETH-6Cc2/JPEG-45a3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE80C0cd204D654CEbe8dd64A4857cAb6Be8345a3,WETH-6Cc2,JPEG-45a3
210,COMP-6888/WETH-6Cc2,0xc00e94Cb662C3520282E6f5717214004A7f26888,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,COMP-6888,WETH-6Cc2
211,FXS-64D0/WETH-6Cc2,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,FXS-64D0,WETH-6Cc2
212,WETH-6Cc2/USH-EC48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE60779CC1b2c1d0580611c526a8DF0E3f870EC48,WETH-6Cc2,USH-EC48
213,WETH-6Cc2/FOLD-5921,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd084944d3c05CD115C09d072B9F44bA3E0E45921,WETH-6Cc2,FOLD-5921
214,DOG-8899/WETH-6Cc2,0xBAac2B4491727D78D2b78815144570b9f2Fe8899,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DOG-8899,WETH-6Cc2
215,NEWO-7D96/USDC-eB48,0x98585dFc8d9e7D48F0b1aE47ce33332CF4237D96,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,NEWO-7D96,USDC-eB48
216,LINK-86CA/WETH-6Cc2,0x514910771AF9Ca656af840dff83E8264EcF986CA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,LINK-86CA,WETH-6Cc2
217,SPS-df74/WETH-6Cc2,0x00813E3421E1367353BfE7615c7f7f133C89df74,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,SPS-df74,WETH-6Cc2
218,EDEN-1559/WETH-6Cc2,0x1559FA1b8F28238FD5D76D9f434ad86FD20D1559,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,EDEN-1559,WETH-6Cc2
219,SPELL-e5F6/WETH-6Cc2,0x090185f2135308BaD17527004364eBcC2D37e5F6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,SPELL-e5F6,WETH-6Cc2
220,RADAR-4DbE/WETH-6Cc2,0x44709a920fCcF795fbC57BAA433cc3dd53C44DbE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,RADAR-4DbE,WETH-6Cc2
221,xSUSHI-4272/WETH-6Cc2,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,xSUSHI-4272,WETH-6Cc2
222,USDC-eB48/QUARTZ-25ef,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xbA8A621b4a54e61C442F5Ec623687e2a942225ef,USDC-eB48,QUARTZ-25ef
223,THOR-8044/WETH-6Cc2,0xa5f2211B9b8170F694421f2046281775E8468044,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,THOR-8044,WETH-6Cc2
224,USDC-eB48/DIVER-d5F4,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xFb782396c9b20E564A64896181c7AC8d8979d5F4,USDC-eB48,DIVER-d5F4
225,MILADY-EB48/WETH-6Cc2,0x227c7DF69D3ed1ae7574A1a7685fDEd90292EB48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,MILADY-EB48,WETH-6Cc2
226,yvBOOST-Ab9a/WETH-6Cc2,0x9d409a0A012CFbA9B15F6D4B36Ac57A46966Ab9a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,yvBOOST-Ab9a,WETH-6Cc2
227,LDO-1B32/WETH-6Cc2,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,LDO-1B32,WETH-6Cc2
228,AAVE-DaE9/WETH-6Cc2,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,AAVE-DaE9,WETH-6Cc2
229,SOS-aEe0/WETH-6Cc2,0x3b484b82567a09e2588A13D54D032153f0c0aEe0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,SOS-aEe0,WETH-6Cc2
230,TRU-3784/WETH-6Cc2,0x4C19596f5aAfF459fA38B0f7eD92F11AE6543784,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,TRU-3784,WETH-6Cc2
231,BLOCKS-24eB/WETH-6Cc2,0x8a6D4C8735371EBAF8874fBd518b56Edd66024eB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BLOCKS-24eB,WETH-6Cc2
232,ICHI-A881/WETH-6Cc2,0x903bEF1736CDdf2A537176cf3C64579C3867A881,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ICHI-A881,WETH-6Cc2
233,WBTC-C599/BADGER-E53d,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x3472A5A71965499acd81997a54BBA8D852C6E53d,WBTC-C599,BADGER-E53d
234,CVX-9D2B/WETH-6Cc2,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,CVX-9D2B,WETH-6Cc2
235,WETH-6Cc2/ICE-7DF9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf16e81dce15B08F326220742020379B855B87DF9,WETH-6Cc2,ICE-7DF9
236,ILSI-cd69/WETH-6Cc2,0x0acC0FEE1D86D2cD5AF372615bf59b298D50cd69,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ILSI-cd69,WETH-6Cc2
237,UST-87a5/WETH-6Cc2,0xa693B19d2931d498c5B318dF961919BB4aee87a5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UST-87a5,WETH-6Cc2
238,PREMIA-0E70/WETH-6Cc2,0x6399C842dD2bE3dE30BF99Bc7D1bBF6Fa3650E70,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,PREMIA-0E70,WETH-6Cc2
239,BIT-a4C5/WETH-6Cc2,0x1A4b46696b2bB4794Eb3D4c26f1c55F9170fa4C5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BIT-a4C5,WETH-6Cc2
240,YGG-CF73/WETH-6Cc2,0x25f8087EAD173b73D6e8B84329989A8eEA16CF73,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,YGG-CF73,WETH-6Cc2
241,BAND-7f55/WETH-6Cc2,0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,BAND-7f55,WETH-6Cc2
242,IQ-b0C9/WETH-6Cc2,0x579CEa1889991f68aCc35Ff5c3dd0621fF29b0C9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,IQ-b0C9,WETH-6Cc2
243,stETH-fE84/ETH-EEeE,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,stETH-fE84,ETH-EEeE
247,Test/Pair,Test,Pair,Test,Pair
