cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,strategy_id
,,0,uniswap_v3 WETH-6Cc2/RPL-A51f 10000,WETH-6Cc2/RPL-A51f,uniswap_v3,10000.0,0.01,0xcf15aD9bE9d33384B74b94D63D06B4A9Bd82f640,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,WETH-6Cc2,RPL-A51f,18,18,4.0,WETH,RPL,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/ROOK-3d4a 10000,WETH-6Cc2/ROOK-3d4a,uniswap_v3,10000.0,0.01,0x0eDe8aFc34e7F092F27eEF121ACB4de4F2e010Cb,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,WETH-6Cc2,ROOK-3d4a,18,18,4.0,WETH,ROOK,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RIO-4097 3000,WETH-6Cc2/RIO-4097,uniswap_v3,3000.0,0.003,0x5b7E3E37a1aa6369386e5939053779abd3597508,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097,WETH-6Cc2,RIO-4097,18,18,4.0,WETH,RIO,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/renBTC-B27D 3000,WETH-6Cc2/renBTC-B27D,uniswap_v3,3000.0,0.003,0x3cB75142Bdae2bEf3Eb119AffB288aeb0599dC4f,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,WETH-6Cc2,renBTC-B27D,18,8,4.0,WETH,renBTC,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/REEF-5ACf 10000,WETH-6Cc2/REEF-5ACf,uniswap_v3,10000.0,0.01,0x52414C8b908E9a75C3C8704B2ae5E39AB7156c05,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFE3E6a25e6b192A42a44ecDDCd13796471735ACf,WETH-6Cc2,REEF-5ACf,18,18,4.0,WETH,REEF,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RBIS-9D7D 3000,WETH-6Cc2/RBIS-9D7D,uniswap_v3,3000.0,0.003,0x02D87123005416a2869f8A192E2E47AaE639db7E,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf34B1Db61ACa1a371fE97BAd2606c9f534fb9D7D,WETH-6Cc2,RBIS-9D7D,18,18,4.0,WETH,RBIS,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RARI-41CF 3000,WETH-6Cc2/RARI-41CF,uniswap_v3,3000.0,0.003,0xFAaCE66BD25abFF62718AbD6DB97560E414eC074,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,WETH-6Cc2,RARI-41CF,18,18,4.0,WETH,RARI,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RARI-41CF 10000,WETH-6Cc2/RARI-41CF,uniswap_v3,10000.0,0.01,0x7c7AcbA9E3474985C17f99430A6807C5cA29bB4d,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,WETH-6Cc2,RARI-41CF,18,18,4.0,WETH,RARI,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RAINI-d5eD 10000,WETH-6Cc2/RAINI-d5eD,uniswap_v3,10000.0,0.01,0x9e588733B77aBD51879F391fCE7Beb6a1de7bdbD,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeB953eDA0DC65e3246f43DC8fa13f35623bDd5eD,WETH-6Cc2,RAINI-d5eD,18,18,4.0,WETH,RAINI,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RAIL-A33D 3000,WETH-6Cc2/RAIL-A33D,uniswap_v3,3000.0,0.003,0x1dFd47d8609E98b930f82e9e734d3fC6067Bc643,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,WETH-6Cc2,RAIL-A33D,18,18,4.0,WETH,RAIL,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RAIL-A33D 10000,WETH-6Cc2/RAIL-A33D,uniswap_v3,10000.0,0.01,0x2837809FD68e4a4104af76bbec5b622b6146B2cb,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,WETH-6Cc2,RAIL-A33D,18,18,4.0,WETH,RAIL,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/RAE-8756 10000,WETH-6Cc2/RAE-8756,uniswap_v3,10000.0,0.01,0x25c6Ec226198aDF58e2586Db9C5d09615CfD5180,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE5a3229CCb22b6484594973A03a3851dCd948756,WETH-6Cc2,RAE-8756,18,18,4.0,WETH,RAE,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/QUA-88B7 10000,WETH-6Cc2/QUA-88B7,uniswap_v3,10000.0,0.01,0x01bd7AA442CEaAA41f336758A84F3abD1138c4e7,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd35c06a2781f648c75290976ecF71E71582188B7,WETH-6Cc2,QUA-88B7,18,18,4.0,WETH,QUA,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PSTAKE-7006 10000,WETH-6Cc2/PSTAKE-7006,uniswap_v3,10000.0,0.01,0x7BF12772B31633E7645e2A7657DA99136c74BA50,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfB5c6815cA3AC72Ce9F5006869AE67f18bF77006,WETH-6Cc2,PSTAKE-7006,18,18,4.0,WETH,PSTAKE,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PSP-3dE5 10000,WETH-6Cc2/PSP-3dE5,uniswap_v3,10000.0,0.01,0x4a73a7e29988F171910119d660c4dd548282bF2a,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcAfE001067cDEF266AfB7Eb5A286dCFD277f3dE5,WETH-6Cc2,PSP-3dE5,18,18,4.0,WETH,PSP,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PRE-2A0F 10000,WETH-6Cc2/PRE-2A0F,uniswap_v3,10000.0,0.01,0x19A573b228468f3bf917389f4E2D4f2997610F71,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEC213F83defB583af3A000B1c0ada660b1902A0F,WETH-6Cc2,PRE-2A0F,18,18,4.0,WETH,PRE,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/POP-78c4 10000,WETH-6Cc2/POP-78c4,uniswap_v3,10000.0,0.01,0x52DB901C4B5e5186DA58b74A9a3104E4778454ba,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD0Cd466b34A24fcB2f87676278AF2005Ca8A78c4,WETH-6Cc2,POP-78c4,18,18,,WETH,POP,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/POLK-cfbF 3000,WETH-6Cc2/POLK-cfbF,uniswap_v3,3000.0,0.003,0x34b8487FC2912C486B04d1436b07f19F7730cd43,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD478161C952357F05f0292B56012Cd8457F1cfbF,WETH-6Cc2,POLK-cfbF,18,18,4.0,WETH,POLK,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PLU-264E 3000,WETH-6Cc2/PLU-264E,uniswap_v3,3000.0,0.003,0xe11Ee9c18d03B43d6A7fC53e51AeDda8451e837A,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD8912C10681D8B21Fd3742244f44658dBA12264E,WETH-6Cc2,PLU-264E,18,18,4.0,WETH,PLU,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PLQ-BB7B 3000,WETH-6Cc2/PLQ-BB7B,uniswap_v3,3000.0,0.003,0x8419a5FF3a696Ff5960C0A88ACD2d17BD97b5C0e,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd23Ed8cA350CE2631F7EcDC5E6bf80D0A1DeBB7B,WETH-6Cc2,PLQ-BB7B,18,18,4.0,WETH,PLQ,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PHTR-22dA 3000,WETH-6Cc2/PHTR-22dA,uniswap_v3,3000.0,0.003,0x1F138DEBC0721b364a967b09402b45069cba7B35,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE1Fc4455f62a6E89476f1072530C20CF1A0622dA,WETH-6Cc2,PHTR-22dA,18,18,4.0,WETH,PHTR,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PEPEXL-22ed 3000,WETH-6Cc2/PEPEXL-22ed,uniswap_v3,3000.0,0.003,0xD94a874E134caa4E9149F8b258c1f43E6935E624,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDDd5592CF4759313C649eB4e624a79541Ed222ed,WETH-6Cc2,PEPEXL-22ed,18,18,,WETH,PEPEXL,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PEBBLE-a4A8 10000,WETH-6Cc2/PEBBLE-a4A8,uniswap_v3,10000.0,0.01,0x5e2474Ef1596ACEC4A7DB53E7f666dB1d1132afb,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDC98c5543F3004DEBfaad8966ec403093D0aa4A8,WETH-6Cc2,PEBBLE-a4A8,18,18,4.0,WETH,PEBBLE,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/PC-ce28 10000,WETH-6Cc2/PC-ce28,uniswap_v3,10000.0,0.01,0x04BE2e4100E45DC7aCF006a45939Cc705efD03e6,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1eC350ea16D1DdAFF57F31387B2d9708Eb7ce28,WETH-6Cc2,PC-ce28,18,9,,WETH,PC,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/oSQTH-E86B 3000,WETH-6Cc2/oSQTH-E86B,uniswap_v3,3000.0,0.003,0x82c427AdFDf2d245Ec51D8046b41c4ee87F0d29C,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf1B99e3E573A1a9C5E6B2Ce818b617F0E664E86B,WETH-6Cc2,oSQTH-E86B,18,18,4.0,WETH,oSQTH,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/OMI-749e 3000,WETH-6Cc2/OMI-749e,uniswap_v3,3000.0,0.003,0x71c1d309dea75C5A2feEa55dBEE68aAc6768c12E,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeD35af169aF46a02eE13b9d79Eb57d6D68C1749e,WETH-6Cc2,OMI-749e,18,18,4.0,WETH,OMI,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/OMG-0C07 10000,WETH-6Cc2/OMG-0C07,uniswap_v3,10000.0,0.01,0xC8BbBBe0586764c05969878a5E6e6b3556A9B05f,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd26114cd6EE289AccF82350c8d8487fedB8A0C07,WETH-6Cc2,OMG-0C07,18,18,,WETH,OMG,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/NFTI-7F4C 10000,WETH-6Cc2/NFTI-7F4C,uniswap_v3,10000.0,0.01,0x8DF124291507807BCfe5e0e1Fb9F3D093aD78CD6,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe5feeaC09D36B18b3FA757E5Cf3F8dA6B8e27F4C,WETH-6Cc2,NFTI-7F4C,18,18,4.0,WETH,NFTI,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/NFD-5346 10000,WETH-6Cc2/NFD-5346,uniswap_v3,10000.0,0.01,0xAe91b3BC45379290d9E8fF8a633F34aD3101086B,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDFDb7f72c1F195C5951a234e8DB9806EB0635346,WETH-6Cc2,NFD-5346,18,18,4.0,WETH,NFD,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/NEC-7A5e 10000,WETH-6Cc2/NEC-7A5e,uniswap_v3,10000.0,0.01,0x8cAB3b6C60fe946b089036c2B30915Ca2d465334,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCc80C051057B774cD75067Dc48f8987C4Eb97A5e,WETH-6Cc2,NEC-7A5e,18,18,4.0,WETH,NEC,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/NCR-ed9c 3000,WETH-6Cc2/NCR-ed9c,uniswap_v3,3000.0,0.003,0x4B3d09151aD295623AC9E50967739Fd437B0d892,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDB5C3C46E28B53a39C255AA39A411dD64e5fed9c,WETH-6Cc2,NCR-ed9c,18,18,4.0,WETH,NCR,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MTRM-7581 10000,WETH-6Cc2/MTRM-7581,uniswap_v3,10000.0,0.01,0xcbbE436425A115dd0D38C576F4Cc78bC2A3FB740,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcd17fA52528f37FACB3028688E62ec82d9417581,WETH-6Cc2,MTRM-7581,18,0,4.0,WETH,MTRM,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MTO-324F 10000,WETH-6Cc2/MTO-324F,uniswap_v3,10000.0,0.01,0x60a6B23a7A87c5cE9E3f81c869691f784B18A704,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE66b3AA360bB78468c00Bebe163630269DB3324F,WETH-6Cc2,MTO-324F,18,18,4.0,WETH,MTO,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MOO-07B7 10000,WETH-6Cc2/MOO-07B7,uniswap_v3,10000.0,0.01,0x9b433Bad1C15bB4fd953f163D81b4A0C1aB07492,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeEC6C65daf9bD9e9e4e0f684Da2E04bd650f07B7,WETH-6Cc2,MOO-07B7,18,18,,WETH,MOO,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MONK-50C2 10000,WETH-6Cc2/MONK-50C2,uniswap_v3,10000.0,0.01,0x11c705519c502b91eA420d9a5f1ff2Dd8F3dfE57,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc54427bF65E08a5A750D0a177E2B4b9f0B5D50C2,WETH-6Cc2,MONK-50C2,18,18,,WETH,MONK,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MNW-f6E4 3000,WETH-6Cc2/MNW-f6E4,uniswap_v3,3000.0,0.003,0x78194BA1a135A71F7FBa71FDa7cDd3885872b8FF,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd3E4Ba569045546D09CF021ECC5dFe42b1d7f6E4,WETH-6Cc2,MNW-f6E4,18,18,4.0,WETH,MNW,,,,,,,60.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MNW-f6E4 10000,WETH-6Cc2/MNW-f6E4,uniswap_v3,10000.0,0.01,0x89646E3a7e2278cE98285218F176a890544f7892,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd3E4Ba569045546D09CF021ECC5dFe42b1d7f6E4,WETH-6Cc2,MNW-f6E4,18,18,4.0,WETH,MNW,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v3 WETH-6Cc2/MEZZ-4bC3 10000,WETH-6Cc2/MEZZ-4bC3,uniswap_v3,10000.0,0.01,0x43618d01979b0db3Df71D1e7E504654943fa7530,,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC4c346eDc55504574cCEB00AA1091d22404A4bC3,WETH-6Cc2,MEZZ-4bC3,18,18,4.0,WETH,MEZZ,,,,,,,200.0,uniswap_v3,0
,,0,uniswap_v2 ZZZ-24dA/WETH-6Cc2 0.003,ZZZ-24dA/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x1890Fd8D3358aa91baAE981a5AE46AC9F0b37cFc,,0x83360cADDdE3FfAC1b42D7F425dbF0c265b524dA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZZZ-24dA,WETH-6Cc2,18,18,,ZZZ,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZURG-f9D0/WETH-6Cc2 0.003,ZURG-f9D0/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x94E8c797d1038339Bd0a203B414Dabede81E7b33,,0x1C86d89Ea8C42e32412D4f3077bbD5Ec7d71f9D0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZURG-f9D0,WETH-6Cc2,9,18,,ZURG,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZUMBA-C3CD/WETH-6Cc2 0.003,ZUMBA-C3CD/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x23796631e470d37bb863Da46402B5eC4E6C497D8,,0x133f5Dc379AAf054c1a13Ef2b7F3701148A8C3CD,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZUMBA-C3CD,WETH-6Cc2,9,18,,ZUMBA,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZTH-59a0/WETH-6Cc2 0.003,ZTH-59a0/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xAC0155CBd306e41C1287E2c53e1306178397b823,,0x00000000A82B4758df44fcB124e26a9B441E59a0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZTH-59a0,WETH-6Cc2,18,18,,ZTH,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZOOT-926c/WETH-6Cc2 0.003,ZOOT-926c/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xd058416F4c83a4F187631C454F872B076C0a7642,,0x1341A2257fa7b770420Ef70616f888056f90926c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZOOT-926c,WETH-6Cc2,9,18,3.0,ZOOT,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 Zoomers-d559/WETH-6Cc2 0.003,Zoomers-d559/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x3788b342D52CaF32a88607523DD59DcffD57aDe2,,0x680883499549b85445Bde982f75577Cf89B7d559,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Zoomers-d559,WETH-6Cc2,18,18,,Zoomers,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZOGI-2A0C/WETH-6Cc2 0.003,ZOGI-2A0C/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x5c0cADe0d2c387681A4540B55515f6699DB1a3F0,,0x7e80e4d7d5725499791CF8b17A4586F1f0672A0C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZOGI-2A0C,WETH-6Cc2,18,18,3.0,ZOGI,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZKP-c5B3/WETH-6Cc2 0.003,ZKP-c5B3/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x539E8F293e37EB01DCbB3941763cD7Df11e56A3e,,0x09637E374Ec5baB8C9e9654a97C9593e3038c5B3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZKP-c5B3,WETH-6Cc2,9,18,3.0,ZKP,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZIM-1AFC/WETH-6Cc2 0.003,ZIM-1AFC/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xe33C6B1DC15422e25301ed592d1DA2d08844652f,,0x9df490b4a5e1699d9A390C65874FD40d86c51AFC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZIM-1AFC,WETH-6Cc2,18,18,,ZIM,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZIG-4f01/WETH-6Cc2 0.003,ZIG-4f01/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xb36ec83D844c0579Ec2493f10b2087E96Bb65460,,0xb2617246d0c6c0087f18703d576831899ca94f01,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZIG-4f01,WETH-6Cc2,18,18,3.0,ZIG,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZEUS-F867/WETH-6Cc2 0.003,ZEUS-F867/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xBC0EB0b7927BE77b70c62c8589692f6Cb919d8D0,,0x6ef460EB3563CfCc73F8147B0A77DAFFeE71F867,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZEUS-F867,WETH-6Cc2,18,18,3.0,ZEUS,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZEUS-5906/WETH-6Cc2 0.003,ZEUS-5906/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xD14EF82b1033874414ABFa7823151acF404eFe34,,0x63FcDE9DAcF232760372dcA5341e2ca3c65F5906,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZEUS-5906,WETH-6Cc2,9,18,,ZEUS,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZEUM-8190/USDT-1ec7 0.003,ZEUM-8190/USDT-1ec7,uniswap_v2,3000.0,0.003,0x0dfe1eB120Ce8C43671BF9F4C51C27583Ca72cD2,,0x436dA116249044E8B4464F0Cf21Dd93311d88190,0xdAC17F958D2ee523a2206206994597C13D831ec7,ZEUM-8190,USDT-1ec7,18,6,3.0,ZEUM,USDT,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZERO-9bf8/WETH-6Cc2 0.003,ZERO-9bf8/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x1e11FCAB5BD387bc783F3DD03b379402ee2f9e06,,0x0eC78ED49C2D27b315D462d43B5BAB94d2C79bf8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZERO-9bf8,WETH-6Cc2,18,18,3.0,ZERO,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZEPE-EC8B/WETH-6Cc2 0.003,ZEPE-EC8B/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x9Fa5b940246646e857FDF0fA95C2F29b9e19839F,,0x250222D878B048B4FaD96E0E604E7aC676BCEC8B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZEPE-EC8B,WETH-6Cc2,9,18,,ZEPE,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZEFU-1229/WETH-6Cc2 0.003,ZEFU-1229/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x3e324Bf3C5cE407289717ceFB2B70AF64Aed8120,,0xB1e9157c2Fdcc5a856C8DA8b2d89b6C32b3c1229,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZEFU-1229,WETH-6Cc2,18,18,3.0,ZEFU,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZEE-d4c5/WETH-6Cc2 0.003,ZEE-d4c5/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x2E03677a64CFd8EF9510E11855581Cb22f2acaDe,,0x2eDf094dB69d6Dcd487f1B3dB9febE2eeC0dd4c5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZEE-d4c5,WETH-6Cc2,18,18,3.0,ZEE,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZCN-3B78/WETH-6Cc2 0.003,ZCN-3B78/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xa6890aC41e3a99A427bef68398Bf06119fB5e211,,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZCN-3B78,WETH-6Cc2,10,18,3.0,ZCN,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 ZAP-b104/WETH-6Cc2 0.003,ZAP-b104/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xde2e46992bD4F86471B52f21Dac2d7c9F6deAc26,,0x6781a0F84c7E9e846DCb84A9a5bd49333067b104,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,ZAP-b104,WETH-6Cc2,18,18,3.0,ZAP,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 Z3-61a6/DAI-1d0F 0.003,Z3-61a6/DAI-1d0F,uniswap_v2,3000.0,0.003,0x856FF66843e9e7250b5e62ECaC9d8D04c9a721c6,,0x50Eec6D765792dCfB0913C8403ef2A12e1B861a6,0x6B175474E89094C44Da98b954EedeAC495271d0F,Z3-61a6,DAI-1d0F,18,18,3.0,Z3,DAI,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 Z-e491/WETH-6Cc2 0.003,Z-e491/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xbCb24a73E352FbBDF37A4bD7053289d2131F3Ec4,,0x1BE56412c9606E7285280F76A105EBa56996e491,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Z-e491,WETH-6Cc2,9,18,3.0,Z,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 Yx7-068D/WETH-6Cc2 0.003,Yx7-068D/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xff589D1959D9eDd488D898a6e84B89bCcD37F457,,0x80A3c45ec7D4C8C7021806d43fe98e938b35068D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yx7-068D,WETH-6Cc2,9,18,,Yx7,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 YUP-BCC9/WETH-6Cc2 0.003,YUP-BCC9/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x916560C92f423BF7d20f34591a6B27a254c3bD7A,,0x69bBC3F8787d573F1BBDd0a5f40C7bA0Aee9BCC9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,YUP-BCC9,WETH-6Cc2,18,18,3.0,YUP,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 YUNO-3e2E/WETH-6Cc2 0.003,YUNO-3e2E/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x44C5d3b8b28af6929447a01260Df89028f79FF21,,0x547224f501a40ccF98C81d98F8dd19CB95F83e2E,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,YUNO-3e2E,WETH-6Cc2,18,18,,YUNO,WETH,,,,,,,60.0,uniswap_v2,0
