cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange
,,0.0,uniswap_v2 uDOO-2ffB/WETH-6Cc2 0.003,uDOO-2ffB/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x820D30dfb86edEf782a0310F0E8f41ce37B82c40,,0x12f649A9E821F90BB143089a6e56846945892ffB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,uDOO-2ffB,WETH-6Cc2,18.0,18.0,3.0,uDOO,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UDT-1517/WETH-6Cc2 0.003,UDT-1517/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x9cA8AEf2372c705d6848fddA3C1267a7F51267C1,,0x90DE74265a416e1393A450752175AED98fe11517,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UDT-1517,WETH-6Cc2,18.0,18.0,,UDT,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UFARM-af88/WETH-6Cc2 0.003,UFARM-af88/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x68688Beb6F1eAc7Ea5041a367b0939B17931C17B,,0x40986a85B4cFCDb054A6CBFB1210194fee51af88,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UFARM-af88,WETH-6Cc2,18.0,18.0,3.0,UFARM,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UFO-DC3B/WETH-6Cc2 0.003,UFO-DC3B/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x97E1FcB93ae7267dBAFaD23f7b9AFAA08264CFd8,,0x249e38Ea4102D0cf8264d3701f1a0E39C4f2DC3B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UFO-DC3B,WETH-6Cc2,18.0,18.0,3.0,UFO,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UFO-f222/WETH-6Cc2 0.003,UFO-f222/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xc2f34Fc74C06125CcA1e02fAe04EEEe110823302,,0x8878dBCd1d48FCFE0f8548679b8eB85b411ff222,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UFO-f222,WETH-6Cc2,18.0,18.0,,UFO,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UFT-3AB1/WETH-6Cc2 0.003,UFT-3AB1/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x99dFDE431b40321a35dEb6AEb55cf338dDD6eccd,,0x0202Be363B8a4820f3F4DE7FaF5224fF05943AB1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UFT-3AB1,WETH-6Cc2,18.0,18.0,3.0,UFT,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UGT-0063/WETH-6Cc2 0.003,UGT-0063/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xb103f3c9e25e6211b5cEc3138B22a28Be1D8fA9A,,0x9cf98Eb8A8B28c83E8612046cf55701Ce3Eb0063,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UGT-0063,WETH-6Cc2,18.0,18.0,3.0,UGT,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UHHH-4D0c/WETH-6Cc2 0.003,UHHH-4D0c/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xD617ff4dCeF4E1De913733A804Ed16fA6e16bC3F,,0x76aDaC892d40a5D06309894BDe91fAa8A0334D0c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UHHH-4D0c,WETH-6Cc2,18.0,18.0,,UHHH,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UMA-F828/WETH-6Cc2 0.003,UMA-F828/WETH-6Cc2,sushiswap_v2,3000.0,0.003,0x001b6450083E531A5a7Bf310BD2c1Af4247E23D4,,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UMA-F828,WETH-6Cc2,18.0,18.0,,UMA,WETH,,,,,,,60.0,sushiswap_v2
,,0.0,uniswap_v2 UMAD-326f/WETH-6Cc2 0.003,UMAD-326f/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xD3e5ca0AFeAE61A24Ff7a9219067e51f4BFDd8d9,,0x31c2415c946928e9FD1Af83cdFA38d3eDBD4326f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UMAD-326f,WETH-6Cc2,8.0,18.0,3.0,UMAD,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UMB-83B2/WETH-6Cc2 0.003,UMB-83B2/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xB1BbeEa2dA2905E6B0A30203aEf55c399C53D042,,0x6fC13EACE26590B80cCCAB1ba5d51890577D83B2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UMB-83B2,WETH-6Cc2,18.0,18.0,3.0,UMB,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UMBR-d35C/WETH-6Cc2 0.003,UMBR-d35C/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xA76aE94659B6B53c5e85D37fBDd36aDCb7635b23,,0xa4bBE66f151B22B167127c770016b15fF97Dd35C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UMBR-d35C,WETH-6Cc2,18.0,18.0,3.0,UMBR,WETH,,,,,,,60.0,uniswap_v2
,,0.0,uniswap_v2 UMI-C69C/WETH-6Cc2 0.003,UMI-C69C/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xFCa68D9D45E0ebEB569b3E9ad2872C9e8D7a75BA,,0x61107a409fFFe1965126aa456Af679719695C69C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,UMI-C69C,WETH-6Cc2,18.0,18.0,3.0,UMI,WETH,,,,,,,60.0,uniswap_v2
